name,feature_importance,p_val,corr,corr_kendal,support,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Target % Covered,F.Split-Feature Split,feature_name,cui_nomenclature,feature_level_min_kg_hits,feature_level_sum_kg_hits,sim_score
Illnesses of siblings_0_Alzheimer's disease/dementia,0.00027,0.0076,0.024,0.024,12460,0.0,Illnesses of siblings_0_Alzheimer's disease/dementia,0.99,12374,98.72,Illnesses of siblings_0_Alzheimer's disease/dementia < 0.50,Illnesses of siblings_0_Alzheimer's disease/dementia,Illnesses of siblings_0_Alzheimer's disease/dementia,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 irritable bowel",0.00027,0.01994,-0.021,-0.021,12460,0.00123,"Non-cancer illness code, self-reported | Array 0__irritable bowel",1.0,12393,99.92,"Non-cancer illness code, self-reported | Array 0__irritable bowel < 0.23","Non-cancer illness code, self-reported | Array 0 irritable bowel","Non-cancer illness code, self-reported | Array 0 irritable bowel",0,0,0.0
"Non-cancer illness code, self-reported | Array 0 hyperthyroidism thyrotoxicosis",0.00026,0.14805,-0.013,-0.013,12460,0.00056,"Non-cancer illness code, self-reported | Array 0__hyperthyroidism thyrotoxicosis",1.0,12424,99.92,"Non-cancer illness code, self-reported | Array 0__hyperthyroidism thyrotoxicosis < 0.29","Non-cancer illness code, self-reported | Array 0 hyperthyroidism thyrotoxicosis","Non-cancer illness code, self-reported | Array 0 hyperthyroidism thyrotoxicosis",0,0,0.0
"Non-cancer illness code, self-reported | Array 1 eye",0.00026,0.00035,0.038,0.038,12460,0.0,"Non-cancer illness code, self-reported | Array 1__eye",0.99,12399,98.72,"Non-cancer illness code, self-reported | Array 1__eye < 0.22","Non-cancer illness code, self-reported | Array 1 eye","Non-cancer illness code, self-reported | Array 1 eye",0,0,0.0
Treatment/medication code | Array 0 bisoprolol,0.00026,0.18826,0.013,0.013,12460,0.0,Treatment/medication code | Array 0__bisoprolol,1.0,12403,99.28,Treatment/medication code | Array 0__bisoprolol < 0.27,Treatment/medication code | Array 0 bisoprolol,Treatment/medication code | Array 0 bisoprolol,0,0,0.0
Eye problems/disorders_Cataract|Other serious eye condition,0.00026,0.00631,0.024,0.024,12460,0.00155,Eye problems/disorders_Cataract|Other serious eye condition,1.0,12427,99.36,Eye problems/disorders_Cataract|Other serious eye condition < 0.50,Eye problems/disorders_Cataract|Other serious eye condition,Eye problems/disorders_Cataract|Other serious eye condition,0,0,0.0
"Non-cancer illness code, self-reported | Array 1 spondylosis",0.00026,0.05903,-0.017,-0.017,12460,0.00129,"Non-cancer illness code, self-reported | Array 1__spondylosis",1.0,12428,100.0,"Non-cancer illness code, self-reported | Array 1__spondylosis < 0.29","Non-cancer illness code, self-reported | Array 1 spondylosis","Non-cancer illness code, self-reported | Array 1 spondylosis",0,0,0.0
Mouth/teeth dental problems_Loose teeth,0.00025,0.0116,0.023,0.023,12460,0.0,Mouth/teeth dental problems_Loose teeth,1.53,203,2.49,Mouth/teeth dental problems_Loose teeth >= 0.50,Mouth/teeth dental problems_Loose teeth,Mouth/teeth dental problems_Loose teeth,0,0,0.0
Age high blood pressure diagnosed_46,0.00024,0.02652,0.02,0.02,12460,0.0,Age high blood pressure diagnosed_46,1.0,12401,99.12,Age high blood pressure diagnosed_46 < 0.50,Age high blood pressure diagnosed_46,Age high blood pressure diagnosed_46,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 gall",0.00024,0.15413,-0.014,-0.014,12460,0.0,"Non-cancer illness code, self-reported | Array 0__gall",1.0,12419,99.92,"Non-cancer illness code, self-reported | Array 0__gall < 0.22","Non-cancer illness code, self-reported | Array 0 gall","Non-cancer illness code, self-reported | Array 0 gall",0,0,0.0
Treatment/medication code | Array 0 chondroitin,0.00023,0.1487,-0.013,-0.013,12460,0.00234,Treatment/medication code | Array 0__chondroitin,1.0,12356,99.52,Treatment/medication code | Array 0__chondroitin < 0.31,Treatment/medication code | Array 0 chondroitin,Treatment/medication code | Array 0 chondroitin,0,0,0.0
Age high blood pressure diagnosed_43,0.00022,0.11328,0.014,0.014,12460,0.0,Age high blood pressure diagnosed_43,1.0,12420,99.44,Age high blood pressure diagnosed_43 < 0.50,Age high blood pressure diagnosed_43,Age high blood pressure diagnosed_43,0,0,0.0
Age angina diagnosed_59,0.00021,0.19061,0.012,0.012,12460,0.0,Age angina diagnosed_59,1.0,12416,99.44,Age angina diagnosed_59 < 0.50,Age angina diagnosed_59,Age angina diagnosed_59,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 epilepsy",0.00018,0.13914,0.013,0.013,12460,0.00048,"Non-cancer illness code, self-reported | Array 0__epilepsy",1.0,12411,99.36,"Non-cancer illness code, self-reported | Array 0__epilepsy < 0.50","Non-cancer illness code, self-reported | Array 0 epilepsy","Non-cancer illness code, self-reported | Array 0 epilepsy",0,0,0.0
Mental health conditions ever diagnosed by a professional fear,0.00017,0.02921,0.02,0.02,12460,0.0,Mental health conditions ever diagnosed by a professional__fear,1.0,12429,99.44,Mental health conditions ever diagnosed by a professional__fear < 0.18,Mental health conditions ever diagnosed by a professional fear,Mental health conditions ever diagnosed by a professional fear,0,0,0.0
Diabetes diagnosed by doctor_Do not know,0.00017,0.06995,0.016,0.016,12460,0.0009,Diabetes diagnosed by doctor_Do not know,1.0,12416,99.36,Diabetes diagnosed by doctor_Do not know < 0.50,Diabetes diagnosed by doctor_Do not know,Diabetes diagnosed by doctor_Do not know,0,0,0.0
"Non-cancer illness code, self-reported | Array 4 syndrome",0.00017,0.0092,0.025,0.025,12460,0.0,"Non-cancer illness code, self-reported | Array 4__syndrome",1.0,12416,99.2,"Non-cancer illness code, self-reported | Array 4__syndrome < 0.21","Non-cancer illness code, self-reported | Array 4 syndrome","Non-cancer illness code, self-reported | Array 4 syndrome",0,0,0.0
"Non-cancer illness code, self-reported | Array 2 type",0.00016,0.0,0.047,0.047,12460,0.00297,"Non-cancer illness code, self-reported | Array 2__type",0.99,12428,99.04,"Non-cancer illness code, self-reported | Array 2__type < 0.31","Non-cancer illness code, self-reported | Array 2 type","Non-cancer illness code, self-reported | Array 2 type",0,0,0.0
Mental health conditions ever diagnosed by a professional heights spiders,0.00016,0.02921,0.02,0.02,12460,0.00663,Mental health conditions ever diagnosed by a professional__heights spiders,1.0,12429,99.44,Mental health conditions ever diagnosed by a professional__heights spiders < 0.18,Mental health conditions ever diagnosed by a professional heights spiders,Mental health conditions ever diagnosed by a professional heights spiders,0,0,0.0
"Non-cancer illness code, self-reported | Array 3 prolapsed",0.00016,0.0148,0.022,0.022,12460,0.00093,"Non-cancer illness code, self-reported | Array 3__prolapsed",1.0,12430,99.44,"Non-cancer illness code, self-reported | Array 3__prolapsed < 0.17","Non-cancer illness code, self-reported | Array 3 prolapsed","Non-cancer illness code, self-reported | Array 3 prolapsed",0,0,0.0
"Non-cancer illness code, self-reported | Array 3 prolapsed disc",0.00015,0.0148,0.022,0.022,12460,0.00199,"Non-cancer illness code, self-reported | Array 3__prolapsed disc",1.0,12430,99.44,"Non-cancer illness code, self-reported | Array 3__prolapsed disc < 0.17","Non-cancer illness code, self-reported | Array 3 prolapsed disc","Non-cancer illness code, self-reported | Array 3 prolapsed disc",0,0,0.0
"Non-cancer illness code, self-reported | Array 3 irritable",0.00015,0.1692,0.012,0.012,12460,0.0,"Non-cancer illness code, self-reported | Array 3__irritable",1.0,12417,99.44,"Non-cancer illness code, self-reported | Array 3__irritable < 0.23","Non-cancer illness code, self-reported | Array 3 irritable","Non-cancer illness code, self-reported | Array 3 irritable",0,0,0.0
"Non-cancer illness code, self-reported | Array 4 irritable",0.00015,0.0194,0.021,0.021,12460,0.00101,"Non-cancer illness code, self-reported | Array 4__irritable",1.0,12429,99.44,"Non-cancer illness code, self-reported | Array 4__irritable < 0.23","Non-cancer illness code, self-reported | Array 4 irritable","Non-cancer illness code, self-reported | Array 4 irritable",0,0,0.0
Mental health conditions ever diagnosed by a professional anxiety nerves,0.00013,0.08149,-0.015,-0.015,12460,0.00119,Mental health conditions ever diagnosed by a professional__anxiety nerves,1.01,11980,97.35,Mental health conditions ever diagnosed by a professional__anxiety nerves < 0.17,Mental health conditions ever diagnosed by a professional anxiety nerves,Mental health conditions ever diagnosed by a professional anxiety nerves,0,0,0.0
"Non-cancer illness code, self-reported | Array 3 gall",0.00013,0.03371,0.014,0.014,12460,0.00208,"Non-cancer illness code, self-reported | Array 3__gall",1.0,12420,99.44,"Non-cancer illness code, self-reported | Array 3__gall < 0.22","Non-cancer illness code, self-reported | Array 3 gall","Non-cancer illness code, self-reported | Array 3 gall",0,0,0.0
"Non-cancer illness code, self-reported | Array 6 high cholesterol",0.00012,0.02192,0.021,0.021,12460,0.00019,"Non-cancer illness code, self-reported | Array 6__high cholesterol",1.0,12409,99.2,"Non-cancer illness code, self-reported | Array 6__high cholesterol < 0.29","Non-cancer illness code, self-reported | Array 6 high cholesterol","Non-cancer illness code, self-reported | Array 6 high cholesterol",0,0,0.0
