name,feature_importance,p_val,corr,corr_kendal,support,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Target % Covered,F.Split-Feature Split,feature_name,cui_nomenclature,feature_level_min_kg_hits,feature_level_sum_kg_hits,sim_score
"Non-cancer illness code, self-reported | Array 1 reaction food",0.00013,1e-05,0.027,0.027,26530,0.0,"Non-cancer illness code, self-reported | Array 1__reaction food",1.0,26482,99.47,"Non-cancer illness code, self-reported | Array 1__reaction food < 0.21","Non-cancer illness code, self-reported | Array 1 reaction food","Non-cancer illness code, self-reported | Array 1 reaction food",0,0,0.0
"Non-cancer illness code, self-reported | Array 0 thyrotoxicosis",0.00013,0.00028,0.022,0.022,26530,0.0,"Non-cancer illness code, self-reported | Array 0__thyrotoxicosis",1.0,26416,99.13,"Non-cancer illness code, self-reported | Array 0__thyrotoxicosis < 0.29","Non-cancer illness code, self-reported | Array 0 thyrotoxicosis","Non-cancer illness code, self-reported | Array 0 thyrotoxicosis",0,0,0.0
Treatment/medication code | Array 0 100micrograms inhaler,0.00012,0.0583,0.012,0.012,26530,0.00137,Treatment/medication code | Array 0__100micrograms inhaler,1.0,26480,99.66,Treatment/medication code | Array 0__100micrograms inhaler < 0.24,Treatment/medication code | Array 0 100micrograms inhaler,Treatment/medication code | Array 0 100micrograms inhaler,0,0,0.0
"Non-cancer illness code, self-reported | Array 2 asthma",0.00012,0.16987,0.008,0.008,26530,0.0,"Non-cancer illness code, self-reported | Array 2__asthma",1.0,26337,99.06,"Non-cancer illness code, self-reported | Array 2__asthma < 0.50","Non-cancer illness code, self-reported | Array 2 asthma","Non-cancer illness code, self-reported | Array 2 asthma",0,0,0.0
"Non-cancer illness code, self-reported | Array 1 anaphylactic reaction",0.00012,0.00048,0.021,0.021,26530,0.0017,"Non-cancer illness code, self-reported | Array 1__anaphylactic reaction",1.0,26420,99.17,"Non-cancer illness code, self-reported | Array 1__anaphylactic reaction < 0.18","Non-cancer illness code, self-reported | Array 1 anaphylactic reaction","Non-cancer illness code, self-reported | Array 1 anaphylactic reaction",0,0,0.0
Treatment/medication code | Array 0 liquid,0.00012,0.00056,0.023,0.023,26530,0.0,Treatment/medication code | Array 0__liquid,1.0,26485,99.55,Treatment/medication code | Array 0__liquid < 0.28,Treatment/medication code | Array 0 liquid,Treatment/medication code | Array 0 liquid,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 allergy anaphylactic",0.00012,0.0,0.027,0.027,26530,0.0,"Non-cancer illness code, self-reported | Array 0__allergy anaphylactic",1.0,26466,99.36,"Non-cancer illness code, self-reported | Array 0__allergy anaphylactic < 0.19","Non-cancer illness code, self-reported | Array 0 allergy anaphylactic","Non-cancer illness code, self-reported | Array 0 allergy anaphylactic",0,0,0.0
Treatment/medication code | Array 0 evorel,0.00012,0.00686,0.017,0.017,26530,0.0017,Treatment/medication code | Array 0__evorel,1.0,26491,99.66,Treatment/medication code | Array 0__evorel < 0.26,Treatment/medication code | Array 0 evorel,Treatment/medication code | Array 0 evorel,0,0,0.0
Frequency of tiredness / lethargy in last 2 weeks_Prefer not to answer,0.00011,0.12405,-0.009,-0.009,26530,0.0,Frequency of tiredness / lethargy in last 2 weeks_Prefer not to answer,1.0,26462,99.89,Frequency of tiredness / lethargy in last 2 weeks_Prefer not to answer < 0.50,Frequency of tiredness / lethargy in last 2 weeks_Prefer not to answer,Frequency of tiredness / lethargy in last 2 weeks_Prefer not to answer,0,0,0.0
"Age hay fever, rhinitis or eczema diagnosed_36",0.00011,0.19101,0.008,0.008,26530,0.0,"Age hay fever, rhinitis or eczema diagnosed_36",1.0,26486,99.74,"Age hay fever, rhinitis or eczema diagnosed_36 < 0.50","Age hay fever, rhinitis or eczema diagnosed_36","Age hay fever, rhinitis or eczema diagnosed_36",0,0,0.0
Age asthma diagnosed_30,0.00011,0.07303,0.011,0.011,26530,0.0,Age asthma diagnosed_30,1.0,26425,99.4,Age asthma diagnosed_30 < 0.50,Age asthma diagnosed_30,Age asthma diagnosed_30,0,0,0.0
"Age hay fever, rhinitis or eczema diagnosed_13",0.00011,0.01642,0.015,0.015,26530,0.0,"Age hay fever, rhinitis or eczema diagnosed_13",1.0,26409,99.25,"Age hay fever, rhinitis or eczema diagnosed_13 < 0.50","Age hay fever, rhinitis or eczema diagnosed_13","Age hay fever, rhinitis or eczema diagnosed_13",0,0,0.0
"Non-cancer illness code, self-reported | Array 1 crohns disease",0.00011,0.0,0.034,0.034,26530,0.0,"Non-cancer illness code, self-reported | Array 1__crohns disease",1.0,26496,99.51,"Non-cancer illness code, self-reported | Array 1__crohns disease < 0.33","Non-cancer illness code, self-reported | Array 1 crohns disease","Non-cancer illness code, self-reported | Array 1 crohns disease",0,0,0.0
(non-UK origin) Country of Birth hong kong,0.00011,0.15869,-0.009,-0.009,26530,0.0,(non-UK origin) Country of Birth__hong kong,1.0,26495,99.96,(non-UK origin) Country of Birth__hong kong < 0.29,(non-UK origin) Country of Birth hong kong,(non-UK origin) Country of Birth hong kong,0,0,0.0
"Non-cancer illness code, self-reported | Array 1 ulcerative colitis",0.00011,0.00019,0.027,0.027,26530,0.0,"Non-cancer illness code, self-reported | Array 1__ulcerative colitis",1.0,26455,99.28,"Non-cancer illness code, self-reported | Array 1__ulcerative colitis < 0.19","Non-cancer illness code, self-reported | Array 1 ulcerative colitis","Non-cancer illness code, self-reported | Array 1 ulcerative colitis",0,0,0.0
Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium|Selenium,0.0001,0.00268,0.018,0.018,26530,0.0,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium|Selenium,1.0,26494,99.66,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium|Selenium < 0.50,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium|Selenium,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium|Selenium,0,0,0.0
"Non-cancer illness code, self-reported | Array 4 problem",0.0001,0.00067,0.021,0.021,26530,0.0,"Non-cancer illness code, self-reported | Array 4__problem",1.0,26375,98.94,"Non-cancer illness code, self-reported | Array 4__problem < 0.17","Non-cancer illness code, self-reported | Array 4 problem","Non-cancer illness code, self-reported | Array 4 problem",0,0,0.0
"Non-cancer illness code, self-reported | Array 0 crohns",0.0001,0.00051,0.02,0.02,26530,0.00042,"Non-cancer illness code, self-reported | Array 0__crohns",1.0,26478,99.51,"Non-cancer illness code, self-reported | Array 0__crohns < 0.51","Non-cancer illness code, self-reported | Array 0 crohns","Non-cancer illness code, self-reported | Array 0 crohns",0,0,0.0
"Non-cancer illness code, self-reported | Array 1 renal",0.0001,0.0196,0.009,0.009,26530,0.00026,"Non-cancer illness code, self-reported | Array 1__renal",1.0,26481,99.7,"Non-cancer illness code, self-reported | Array 1__renal < 0.24","Non-cancer illness code, self-reported | Array 1 renal","Non-cancer illness code, self-reported | Array 1 renal",0,0,0.0
"Non-cancer illness code, self-reported | Array 1 ovarian",0.0001,0.03606,0.01,0.01,26530,0.0,"Non-cancer illness code, self-reported | Array 1__ovarian",1.0,26452,99.55,"Non-cancer illness code, self-reported | Array 1__ovarian < 0.22","Non-cancer illness code, self-reported | Array 1 ovarian","Non-cancer illness code, self-reported | Array 1 ovarian",0,0,0.0
"Non-cancer illness code, self-reported | Array 1 anaemia",9e-05,0.0003,0.023,0.023,26530,0.0,"Non-cancer illness code, self-reported | Array 1__anaemia",1.0,26418,99.13,"Non-cancer illness code, self-reported | Array 1__anaemia < 0.21","Non-cancer illness code, self-reported | Array 1 anaemia","Non-cancer illness code, self-reported | Array 1 anaemia",0,0,0.0
Mental health conditions ever diagnosed by a professional panic,9e-05,0.17124,0.009,0.009,26530,0.00066,Mental health conditions ever diagnosed by a professional__panic,1.0,26074,97.96,Mental health conditions ever diagnosed by a professional__panic < 0.11,Mental health conditions ever diagnosed by a professional panic,Mental health conditions ever diagnosed by a professional panic,0,0,0.0
Age asthma diagnosed_2,9e-05,0.13316,0.009,0.009,26530,0.00096,Age asthma diagnosed_2,1.0,26466,99.62,Age asthma diagnosed_2 < 0.50,Age asthma diagnosed_2,Age asthma diagnosed_2,0,0,0.0
"Non-cancer illness code, self-reported | Array 2 urinary",9e-05,0.08138,0.016,0.016,26530,0.0,"Non-cancer illness code, self-reported | Array 2__urinary",1.0,26484,99.62,"Non-cancer illness code, self-reported | Array 2__urinary < 0.20","Non-cancer illness code, self-reported | Array 2 urinary","Non-cancer illness code, self-reported | Array 2 urinary",0,0,0.0
"Non-cancer illness code, self-reported | Array 2 cholelithiasis gall",9e-05,0.03249,0.013,0.013,26530,0.0,"Non-cancer illness code, self-reported | Array 2__cholelithiasis gall",1.0,26448,99.47,"Non-cancer illness code, self-reported | Array 2__cholelithiasis gall < 0.22","Non-cancer illness code, self-reported | Array 2 cholelithiasis gall","Non-cancer illness code, self-reported | Array 2 cholelithiasis gall",0,0,0.0
Treatment/medication code | Array 0 iron product,9e-05,0.00211,0.019,0.019,26530,0.0,Treatment/medication code | Array 0__iron product,1.0,26489,99.62,Treatment/medication code | Array 0__iron product < 0.33,Treatment/medication code | Array 0 iron product,Treatment/medication code | Array 0 iron product,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 chronic fatigue",9e-05,0.00165,0.019,0.019,26530,0.0,"Non-cancer illness code, self-reported | Array 0__chronic fatigue",1.0,26478,99.55,"Non-cancer illness code, self-reported | Array 0__chronic fatigue < 0.25","Non-cancer illness code, self-reported | Array 0 chronic fatigue","Non-cancer illness code, self-reported | Array 0 chronic fatigue",0,0,0.0
"Non-cancer illness code, self-reported | Array 2 hypersensitivity",8e-05,0.00644,0.017,0.017,26530,0.00134,"Non-cancer illness code, self-reported | Array 2__hypersensitivity",1.0,26491,99.66,"Non-cancer illness code, self-reported | Array 2__hypersensitivity < 0.23","Non-cancer illness code, self-reported | Array 2 hypersensitivity","Non-cancer illness code, self-reported | Array 2 hypersensitivity",0,0,0.0
"Non-cancer illness code, self-reported | Array 0 irritable",8e-05,0.16379,0.009,0.009,26530,0.00048,"Non-cancer illness code, self-reported | Array 0__irritable",1.0,26329,99.02,"Non-cancer illness code, self-reported | Array 0__irritable < 0.23","Non-cancer illness code, self-reported | Array 0 irritable","Non-cancer illness code, self-reported | Array 0 irritable",0,0,0.0
Mineral and other dietary supplements_Glucosamine|Selenium,8e-05,0.06774,0.011,0.011,26530,0.0,Mineral and other dietary supplements_Glucosamine|Selenium,1.0,26500,99.77,Mineral and other dietary supplements_Glucosamine|Selenium < 0.50,Mineral and other dietary supplements_Glucosamine|Selenium,Mineral and other dietary supplements_Glucosamine|Selenium,0,0,0.0
"Non-cancer illness code, self-reported | Array 2 ulcerative",8e-05,0.00826,0.019,0.019,26530,0.0,"Non-cancer illness code, self-reported | Array 2__ulcerative",1.0,26490,99.62,"Non-cancer illness code, self-reported | Array 2__ulcerative < 0.19","Non-cancer illness code, self-reported | Array 2 ulcerative","Non-cancer illness code, self-reported | Array 2 ulcerative",0,0,0.0
"Non-cancer illness code, self-reported | Array 0 heart valve",8e-05,0.14753,-0.009,-0.009,26530,0.00201,"Non-cancer illness code, self-reported | Array 0__heart valve",1.0,26479,99.92,"Non-cancer illness code, self-reported | Array 0__heart valve < 0.18","Non-cancer illness code, self-reported | Array 0 heart valve","Non-cancer illness code, self-reported | Array 0 heart valve",0,0,0.0
Age angina diagnosed_58,8e-05,0.01948,0.014,0.014,26530,0.00165,Age angina diagnosed_58,1.0,26499,99.74,Age angina diagnosed_58 < 0.50,Age angina diagnosed_58,Age angina diagnosed_58,0,0,0.0
Treatment/medication code | Array 0 forte,8e-05,0.04996,0.013,0.013,26530,0.0,Treatment/medication code | Array 0__forte,1.0,26491,99.7,Treatment/medication code | Array 0__forte < 0.28,Treatment/medication code | Array 0 forte,Treatment/medication code | Array 0 forte,0,0,0.0
Treatment/medication code | Array 0 75mg,8e-05,0.09585,-0.01,-0.01,26530,0.0,Treatment/medication code | Array 0__75mg,1.0,26407,99.74,Treatment/medication code | Array 0__75mg < 0.26,Treatment/medication code | Array 0 75mg,Treatment/medication code | Array 0 75mg,0,0,0.0
