feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Feature Split,sim_score_target_feat,sim_score_target_cui,shortest_path_length,simple_path_length,norm_path_length
"Qualifications College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching",,,,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.017,0.0,"Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching",1.01,178419,"Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching < 0.50",-0.04,-0.04,2,74,0.26
Oily fish intake 5-6 times a week,,,,0,1.0,0.0,0.0,0.0,0.0,0.0008,-0.008,0.0,Oily fish intake_5-6 times a week,1.0,188238,Oily fish intake_5-6 times a week < 0.50,0.06,0.06,2,74,0.26
Illnesses of siblings 2 Heart disease,,,,0,1.0,0.0,0.0,0.0,0.0,0.0164,0.006,0.0,Illnesses of siblings_2_Heart disease,1.13,3587,Illnesses of siblings_2_Heart disease >= 0.50,0.14,0.14,2,74,0.26
Neuroticism score,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0018,Neuroticism score,1.17,12752,Neuroticism score >= 1.80,-0.18,-0.18,2,74,0.26
Frequency of depressed mood in last 2 weeks Not at all,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.023,0.0335,Frequency of depressed mood in last 2 weeks_Not at all,1.11,55084,Frequency of depressed mood in last 2 weeks_Not at all < 0.50,-0.08,-0.08,2,74,0.26
Job code at visit residential,,,,0,1.0,0.0,0.0,0.0,0.0,0.0091,0.006,0.0,Job code at visit__residential,1.36,316,Job code at visit__residential >= 0.80,-0.04,-0.04,2,74,0.26
Overall health rating Fair,,,,0,1.0,0.0,0.0,0.0,0.0295,0.0,0.037,0.0073,Overall health rating_Fair,1.2,47659,Overall health rating_Fair >= 0.50,-0.02,-0.02,2,74,0.26
Alcohol intake frequency. One to three times a month,,,,0,1.0,0.0,0.0,0.0,0.0112,0.0,0.021,0.0013,Alcohol intake frequency._One to three times a month,1.18,22237,Alcohol intake frequency._One to three times a month >= 0.50,-0.0,0.09,2,74,0.26
medication plus,,,,0,1.0,0.0,0.0,0.0,0.0,0.047,0.005,0.001,Treatment/medication code | Array 0__plus,1.53,172,0.28 <= Treatment/medication code | Array 0__plus < 0.57,0.01,0.01,2,74,0.26
Number of self-reported cancers,,,,0,1.0,0.0,0.0,0.0,0.0,0.0009,0.008,0.0112,Number of self-reported cancers,1.21,127,Number of self-reported cancers >= 7.20,-0.02,-0.02,2,74,0.26
Mental health conditions ever diagnosed by a professional depression anxiety,,,,0,1.0,0.0,0.0,0.0,0.0,0.0301,0.006,0.0002,Mental health conditions ever diagnosed by a professional__depression anxiety,1.37,635,0.13 <= Mental health conditions ever diagnosed by a professional__depression anxiety < 0.19,-0.01,-0.01,2,74,0.26
Cholesterol in Medium VLDL,,,,0,1.0,0.0,0.0,0.0,0.0012,0.492,0.0,0.0006,Cholesterol in Medium VLDL,1.14,2288,-4.90 <= Cholesterol in Medium VLDL < -3.10,0.17,0.17,2,74,0.26
Mineral and other dietary supplements Glucosamine|Selenium,,,,0,1.0,0.0,0.0,0.0,0.0,0.0425,-0.005,0.0,Mineral and other dietary supplements_Glucosamine|Selenium,1.0,189378,Mineral and other dietary supplements_Glucosamine|Selenium < 0.50,0.0,0.0,2,74,0.26
Ethnic background Any other white background,,,,0,1.0,0.0,0.0,0.0,0.0,0.0012,-0.007,0.0001,Ethnic background_Any other white background,1.0,184061,Ethnic background_Any other white background < 0.50,-0.02,-0.02,2,74,0.26
Mental health conditions ever diagnosed by a professional social phobia,,,,0,1.0,0.0,0.0,0.0,0.0001,0.0266,0.006,0.0,Mental health conditions ever diagnosed by a professional__social phobia,1.53,208,0.16 <= Mental health conditions ever diagnosed by a professional__social phobia < 0.22,-0.01,-0.01,2,74,0.26
Weight change during worst episode of depression Gained weight,,,,0,1.0,0.0,0.0,0.0,0.0,0.0004,0.008,0.0001,Weight change during worst episode of depression_Gained weight,1.15,5021,Weight change during worst episode of depression_Gained weight >= 0.50,0.09,0.09,2,74,0.26
Job code at visit managers,,,,0,1.0,0.0,0.0,0.0,0.0028,0.0,-0.016,0.0002,Job code at visit__managers,1.3,331,0.29 <= Job code at visit__managers < 0.31,-0.07,-0.07,2,74,0.26
Job code at visit communication,,,,0,1.0,0.0,0.0,0.0,0.0,0.007,-0.007,0.0,Job code at visit__communication,1.0,188368,Job code at visit__communication < 0.20,-0.07,-0.07,2,74,0.26
Z60.2 - Living alone,,,,0,1.0,0.0,0.0,0.0,0.0001,0.0837,0.006,0.0011,Z60.2 - Living alone,2.0,165,11.00 <= Z60.2 - Living alone < 13.00,-0.06,-0.06,2,74,0.26
medication adcal,,,,0,1.0,0.0,0.0,0.0,0.0,0.0012,0.007,0.0,Treatment/medication code | Array 0__adcal,1.26,639,Treatment/medication code | Array 0__adcal >= 0.33,0.09,0.09,2,74,0.26
(non-UK origin) Country of Birth peru,,,,0,1.0,0.0,0.0,0.0,0.0,0.0164,0.006,0.0,(non-UK origin) Country of Birth__peru,1.0,189567,(non-UK origin) Country of Birth__peru < 0.50,-0.15,-0.15,2,74,0.26
Myopia diagnosis non-myopic,,,,0,1.0,0.0,0.0,0.0,0.0,0.0006,-0.008,0.0023,Myopia diagnosis_non-myopic,1.01,159646,Myopia diagnosis_non-myopic < 0.50,0.13,0.13,2,74,0.26
Job code at visit lawyers judges,,,,0,1.0,0.0,0.0,0.0,0.0,0.0001,-0.009,0.0,Job code at visit__lawyers judges,1.0,188813,Job code at visit__lawyers judges < 0.19,-0.02,0.01,2,74,0.26
Alcohol intake frequency. Three or four times a week,,,,0,1.0,0.0,0.0,0.0,0.0245,0.0,-0.026,0.0053,Alcohol intake frequency._Three or four times a week,1.04,149726,Alcohol intake frequency._Three or four times a week < 0.50,-0.0,0.11,2,74,0.26
Mean platelet (thrombocyte) volume,,,,0,1.0,0.0,0.0,0.0,0.0062,0.5958,-0.001,0.0002,Mean platelet (thrombocyte) volume,1.51,95,-1.70 <= Mean platelet (thrombocyte) volume < -1.60,-0.13,-0.13,2,74,0.26
(SCZ) schizophrenia genetic risk,,,,0,1.0,0.0,0.0,0.0,0.0037,0.1449,-0.003,0.0,(SCZ) schizophrenia genetic risk,1.07,103,(SCZ) schizophrenia genetic risk < -3.40,0.06,0.08,2,74,0.26
Alcohol drinker status Current,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.026,0.0267,Alcohol drinker status_Current,1.26,18018,Alcohol drinker status_Current < 0.50,0.0,0.12,2,74,0.26
gastro oesophageal,,,,0,1.0,0.0,0.0,0.0,0.001,0.0039,0.007,0.0009,"Non-cancer illness code, self-reported | Array 0__gastro oesophageal",1.21,1893,"Non-cancer illness code, self-reported | Array 0__gastro oesophageal >= 0.14",0.12,0.12,2,74,0.26
Mental health conditions ever diagnosed by a professional group mania,,,,0,1.0,0.0,0.0,0.0,0.0,0.0184,-0.005,0.0,Mental health conditions ever diagnosed by a professional__group mania,1.0,189501,Mental health conditions ever diagnosed by a professional__group mania < 0.22,0.07,0.07,2,74,0.26
Mental health conditions ever diagnosed by a professional social anxiety,,,,0,1.0,0.0,0.0,0.0,0.0,0.0266,0.006,0.0,Mental health conditions ever diagnosed by a professional__social anxiety,1.53,208,0.16 <= Mental health conditions ever diagnosed by a professional__social anxiety < 0.22,-0.04,-0.04,2,74,0.26
Illnesses of siblings 1 Prefer not to answer (group 2),,,,0,1.0,0.0,0.0,0.0,0.0,0.0088,0.006,0.0005,Illnesses of siblings_1_Prefer not to answer (group 2),1.82,103,Illnesses of siblings_1_Prefer not to answer (group 2) >= 0.50,0.26,0.26,2,74,0.26
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor Emphysema/chronic bronchitis|Hayfever, allergic rhinitis or eczema",,,,0,1.0,0.0,0.0,0.0,0.0,0.0026,0.007,0.0,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Emphysema/chronic bronchitis|Hayfever, allergic rhinitis or eczema",1.51,350,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Emphysema/chronic bronchitis|Hayfever, allergic rhinitis or eczema >= 0.50",0.05,0.05,2,74,0.26
Other serious medical condition/disability diagnosed by doctor,,,,0,1.0,0.0,0.0,0.0,0.007,0.0,-0.036,0.035,Other serious medical condition/disability diagnosed by doctor_No,1.19,48991,Other serious medical condition/disability diagnosed by doctor_No < 0.50,0.2,0.2,2,74,0.26
Job code at visit planning professionals,,,,0,1.0,0.0,0.0,0.0,0.0,0.0279,-0.005,0.0,Job code at visit__planning professionals,1.0,188881,Job code at visit__planning professionals < 0.24,-0.02,-0.0,2,74,0.26
medication cod liver,,,,0,1.0,0.0,0.0,0.0,0.0,0.0045,-0.007,0.0004,Treatment/medication code | Array 0__cod liver,1.0,184444,Treatment/medication code | Array 0__cod liver < 0.37,0.21,0.21,2,74,0.26
Fluid intelligence score,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.008,0.0002,Fluid intelligence score,1.02,139206,-0.34 <= Fluid intelligence score < 0.56,-0.01,-0.01,2,74,0.26
Job code at visit secondary,,,,0,1.0,0.0,0.0,0.0,0.0,0.0005,-0.008,0.0005,Job code at visit__secondary,1.0,186681,Job code at visit__secondary < 0.23,-0.07,-0.07,2,74,0.26
Home area population density - urban or rural England/Wales - Village - less sparse,,,,0,1.0,0.0,0.0,0.0,0.0031,0.0,-0.014,0.0,Home area population density - urban or rural_England/Wales - Village - less sparse,1.01,181305,Home area population density - urban or rural_England/Wales - Village - less sparse < 0.50,-0.05,-0.02,2,74,0.26
Job code at visit process,,,,0,1.0,0.0,0.0,0.0,0.0002,0.0054,-0.006,0.0,Job code at visit__process,1.1,130,0.63 <= Job code at visit__process < 0.70,-0.08,-0.08,2,74,0.26
Job code at visit auxiliaries,,,,0,1.0,0.0,0.0,0.0,0.0,0.0485,0.005,0.0004,Job code at visit__auxiliaries,1.2,942,Job code at visit__auxiliaries >= 0.24,-0.09,-0.09,2,74,0.26
(non-UK origin) Country of Birth ghana,,,,0,1.0,0.0,0.0,0.0,0.0,0.0013,-0.007,0.0002,(non-UK origin) Country of Birth__ghana,1.0,189206,(non-UK origin) Country of Birth__ghana < 0.50,-0.07,-0.07,2,74,0.26
Job code at visit sales retail,,,,0,1.0,0.0,0.0,0.0,0.0,0.0511,0.004,0.0011,Job code at visit__sales retail,1.13,2364,Job code at visit__sales retail >= 0.25,-0.2,-0.2,2,74,0.26
Job code at visit coroners,,,,0,1.0,0.0,0.0,0.0,0.0,0.0001,-0.009,0.0002,Job code at visit__coroners,1.0,188813,Job code at visit__coroners < 0.19,0.05,0.05,2,74,0.26
chronic obstructive,,,,0,1.0,0.0,0.0,0.0,0.0,0.0448,0.005,0.0002,"Non-cancer illness code, self-reported | Array 2__chronic obstructive",1.44,206,"Non-cancer illness code, self-reported | Array 2__chronic obstructive >= 0.17",0.14,0.23,2,74,0.26
Frequency of tiredness / lethargy in last 2 weeks Nearly every day,,,,0,1.0,0.0,0.0,0.0,0.0029,0.0,0.032,0.0005,Frequency of tiredness / lethargy in last 2 weeks_Nearly every day,1.36,14551,Frequency of tiredness / lethargy in last 2 weeks_Nearly every day >= 0.50,-0.02,-0.02,2,74,0.26
medication adcal d3,,,,0,1.0,0.0,0.0,0.0,0.0,0.0127,0.006,0.0004,Treatment/medication code | Array 0__adcal d3,1.21,1430,Treatment/medication code | Array 0__adcal d3 >= 0.16,0.09,0.09,2,74,0.26
(non-UK origin) Country of Birth caribbean,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0013,(non-UK origin) Country of Birth__caribbean,1.0,188396,(non-UK origin) Country of Birth__caribbean < 0.50,-0.01,0.01,2,74,0.26
Job code at visit production,,,,0,1.0,0.0,0.0,0.0,0.0,0.0001,-0.009,0.0,Job code at visit__production,1.0,186441,Job code at visit__production < 0.15,-0.08,-0.08,2,74,0.26
Job code at visit operatives,,,,0,1.0,0.0,0.0,0.0,0.0,0.0026,-0.007,0.0,Job code at visit__operatives,1.0,187790,Job code at visit__operatives < 0.19,-0.07,-0.07,2,74,0.26
Ethnic background Any other Black background,,,,0,1.0,0.0,0.0,0.0,0.0,0.0253,-0.005,0.0007,Ethnic background_Any other Black background,1.0,189557,Ethnic background_Any other Black background < 0.50,0.01,0.07,2,74,0.26
Time spend outdoors in summer,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0008,Time spend outdoors in summer_Do not know,1.13,11625,Time spend outdoors in summer_Do not know >= 0.50,-0.11,-0.11,2,74,0.26
Method of diagnosis when first had COVID-19 Confirmed by a positive rapid lateral flow test,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.015,0.0013,Method of diagnosis when first had COVID-19_Confirmed by a positive rapid lateral flow test,1.02,168600,Method of diagnosis when first had COVID-19_Confirmed by a positive rapid lateral flow test < 0.50,-0.03,-0.03,2,74,0.26
(HBA1C DF) glycated haemoglobin genetic risk,,,,0,1.0,0.0,0.0,0.0,0.0028,0.1621,0.003,0.0004,(HBA1C_DF) glycated haemoglobin genetic risk,1.54,100,(HBA1C_DF) glycated haemoglobin genetic risk >= 3.30,0.07,0.15,2,74,0.26
(non-UK origin) Country of Birth zimbabwe,,,,0,1.0,0.0,0.0,0.0,0.0,0.015,-0.006,0.0,(non-UK origin) Country of Birth__zimbabwe,1.0,189338,(non-UK origin) Country of Birth__zimbabwe < 0.50,-0.05,-0.05,2,74,0.26
Mineral and other dietary supplements Fish oil (including cod liver oil)|Glucosamine,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.011,0.0001,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine,1.01,172188,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine < 0.50,0.05,0.05,2,74,0.26
(United Kingdom) Year immigrated to UK Prefer not to answer,,,,0,1.0,0.0,0.0,0.0,0.0,0.0454,-0.005,0.0008,(United Kingdom) Year immigrated to UK_Prefer not to answer,1.0,189481,(United Kingdom) Year immigrated to UK_Prefer not to answer < 0.50,0.03,0.03,2,74,0.26
Cascot confidence score,,,,0,1.0,0.0,0.0,0.0,0.0015,0.9896,-0.001,0.0,Cascot confidence score,1.38,191,-7.80 <= Cascot confidence score < -6.80,-0.06,-0.06,2,74,0.26
Job code at visit certified,,,,0,1.0,0.0,0.0,0.0,0.0,0.0007,-0.008,0.0003,Job code at visit__certified,1.0,188866,Job code at visit__certified < 0.23,-0.1,-0.1,2,74,0.26
Abnormal results of function study of liver,,,,0,1.0,0.0,0.0,0.0,0.004,0.0003,0.013,0.0004,Abnormal results of function study of liver,2.86,146,Abnormal results of function study of liver >= 11.00,0.19,0.19,2,74,0.26
gord gastric,,,,0,1.0,0.0,0.0,0.0,0.0007,0.0,0.014,0.0,"Non-cancer illness code, self-reported | Array 2__gord gastric",1.4,2232,"Non-cancer illness code, self-reported | Array 2__gord gastric >= 0.14",0.24,0.24,2,74,0.26
"Qualifications College or University degree|Other professional qualifications eg: nursing, teaching",,,,0,1.0,0.0,0.0,0.0,0.0024,0.0,-0.013,0.0004,"Qualifications_College or University degree|Other professional qualifications eg: nursing, teaching",1.01,184593,"Qualifications_College or University degree|Other professional qualifications eg: nursing, teaching < 0.50",-0.02,-0.02,2,74,0.26
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor infrequent",,,,0,1.0,0.0,0.0,0.0,0.0,0.008,0.006,0.0,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_infrequent_",1.8,110,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_infrequent_ >= 0.50",0.04,0.04,2,74,0.26
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones Cholesterol lowering medication|Blood pressure medication|Insulin",,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0005,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Cholesterol lowering medication|Blood pressure medication|Insulin",1.49,685,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Cholesterol lowering medication|Blood pressure medication|Insulin >= 0.50",0.15,0.15,2,74,0.26
Health satisfaction Very happy,,,,0,1.0,0.0,0.0,0.0,0.0019,0.0,-0.023,0.0013,Health satisfaction_Very happy,1.02,172628,Health satisfaction_Very happy < 0.50,-0.05,-0.05,2,74,0.26
Eye problems/disorders Diabetes related eye disease|Cataract,,,,0,1.0,0.0,0.0,0.0,0.0,0.002,0.007,0.001,Eye problems/disorders_Diabetes related eye disease|Cataract,1.55,320,Eye problems/disorders_Diabetes related eye disease|Cataract >= 0.50,0.19,0.31,2,74,0.26
Eye problems/disorders None of the above,,,,0,1.0,0.0,0.0,0.0,0.0,0.0151,-0.006,0.0069,Eye problems/disorders_None of the above,1.01,141600,Eye problems/disorders_None of the above < 0.50,0.22,0.22,2,74,0.26
Miserableness,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.022,0.0276,Miserableness_No,1.08,87511,Miserableness_No < 0.50,-0.02,-0.02,2,74,0.26
Job code at visit works maintenance,,,,0,1.0,0.0,0.0,0.0,0.0,0.0001,-0.009,0.0004,Job code at visit__works maintenance,1.0,187458,Job code at visit__works maintenance < 0.20,-0.09,-0.09,2,74,0.26
Job code at visit technology,,,,0,1.0,0.0,0.0,0.0,0.0,0.0023,-0.007,0.0001,Job code at visit__technology,1.0,188481,Job code at visit__technology < 0.20,-0.08,-0.08,2,74,0.26
Job code at visit construction trades,,,,0,1.0,0.0,0.0,0.0,0.0,0.0004,-0.008,0.0,Job code at visit__construction trades,1.0,188975,Job code at visit__construction trades < 0.27,-0.0,-0.0,2,74,0.26
disease diverticulitis,,,,0,1.0,0.0,0.0,0.0,0.0001,0.0,0.013,0.0009,"Non-cancer illness code, self-reported | Array 2__disease diverticulitis",1.75,542,"Non-cancer illness code, self-reported | Array 2__disease diverticulitis >= 0.23",0.3,0.3,2,74,0.26
Job code at visit construction,,,,0,1.0,0.0,0.0,0.0,0.0,0.0018,-0.008,0.0008,Job code at visit__construction,1.0,187997,Job code at visit__construction < 0.23,-0.05,-0.05,2,74,0.26
Average Diameter for VLDL Particles,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0016,Average Diameter for VLDL Particles,1.14,18664,0.17 <= Average Diameter for VLDL Particles < 3.30,-0.03,0.02,2,74,0.26
(United Kingdom) Year immigrated to UK,,,,0,1.0,0.0,0.0,0.0,0.0015,0.0,0.013,0.0267,(United Kingdom) Year immigrated to UK_None,1.01,173750,(United Kingdom) Year immigrated to UK_None >= 0.50,0.02,0.02,2,74,0.26
medication arthrotec,,,,0,1.0,0.0,0.0,0.0,0.0,0.0157,0.006,0.0,Treatment/medication code | Array 0__arthrotec,1.51,276,0.32 <= Treatment/medication code | Array 0__arthrotec < 0.69,0.08,0.08,2,74,0.26
Job code at visit trainers instructors,,,,0,1.0,0.0,0.0,0.0,0.0,0.042,-0.005,0.0,Job code at visit__trainers instructors,1.0,188922,Job code at visit__trainers instructors < 0.20,-0.08,-0.08,2,74,0.26
medication lansoprazole,,,,0,1.0,0.0,0.0,0.0,0.0,0.0001,0.009,0.0004,Treatment/medication code | Array 0__lansoprazole,1.31,1506,Treatment/medication code | Array 0__lansoprazole >= 0.50,0.08,0.08,2,74,0.26
Health satisfaction Extremely happy,,,,0,1.0,0.0,0.0,0.0,0.0004,0.0678,-0.004,0.0005,Health satisfaction_Extremely happy,1.0,187261,Health satisfaction_Extremely happy < 0.50,-0.05,-0.05,2,74,0.26
Mouth/teeth dental problems Prefer not to answer,,,,0,1.0,0.0,0.0,0.0,0.0,0.0175,0.005,0.0,Mouth/teeth dental problems_Prefer not to answer,1.29,655,Mouth/teeth dental problems_Prefer not to answer >= 0.50,0.09,0.2,2,74,0.26
Job code at visit industrial trainers,,,,0,1.0,0.0,0.0,0.0,0.0,0.042,-0.005,0.0006,Job code at visit__industrial trainers,1.0,188922,Job code at visit__industrial trainers < 0.20,-0.08,-0.08,2,74,0.26
Job code at visit primary,,,,0,1.0,0.0,0.0,0.0,0.0,0.0455,-0.005,0.0018,Job code at visit__primary,1.0,186706,Job code at visit__primary < 0.19,-0.15,-0.15,2,74,0.26
Health satisfaction,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0339,Health satisfaction_None,1.02,126069,Health satisfaction_None >= 0.50,-0.04,-0.04,2,74,0.26
rheumatoid,,,,0,1.0,0.0,0.0,0.0,0.0,0.0441,0.005,0.0,"Non-cancer illness code, self-reported | Array 2__rheumatoid",1.28,506,"Non-cancer illness code, self-reported | Array 2__rheumatoid >= 0.30",0.12,0.12,2,74,0.26
Mouth/teeth dental problems Mouth ulcers|Painful gums|Toothache|Dentures,,,,0,1.0,0.0,0.0,0.0,0.0,0.009,0.006,0.0011,Mouth/teeth dental problems_Mouth ulcers|Painful gums|Toothache|Dentures,1.0,189576,Mouth/teeth dental problems_Mouth ulcers|Painful gums|Toothache|Dentures < 0.50,0.2,0.2,2,74,0.26
Mouth/teeth dental problems Mouth ulcers|Painful gums|Bleeding gums|Loose teeth,,,,0,1.0,0.0,0.0,0.0,0.0,0.0151,0.006,0.0,Mouth/teeth dental problems_Mouth ulcers|Painful gums|Bleeding gums|Loose teeth,1.0,189531,Mouth/teeth dental problems_Mouth ulcers|Painful gums|Bleeding gums|Loose teeth < 0.50,0.18,0.25,2,74,0.26
medication elleste,,,,0,1.0,0.0,0.0,0.0,0.0,0.0262,0.005,0.0,Treatment/medication code | Array 0__elleste,1.59,208,0.19 <= Treatment/medication code | Array 0__elleste < 0.41,-0.0,-0.0,2,74,0.26
Doctor diagnosed lung cancer (not mesothelioma),,,,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.016,0.005,Doctor diagnosed lung cancer (not mesothelioma)_No,1.03,148115,Doctor diagnosed lung cancer (not mesothelioma)_No < 0.50,-0.04,-0.04,2,74,0.26
anaphylactic,,,,0,1.0,0.0,0.0,0.0,0.0,0.0207,0.005,0.0,"Non-cancer illness code, self-reported | Array 3__anaphylactic",1.52,116,"0.18 <= Non-cancer illness code, self-reported | Array 3__anaphylactic < 0.37",-0.19,-0.19,2,74,0.26
Mouth/teeth dental problems Painful gums|Bleeding gums|Loose teeth|Dentures,,,,0,1.0,0.0,0.0,0.0,0.0,0.0039,0.007,0.0,Mouth/teeth dental problems_Painful gums|Bleeding gums|Loose teeth|Dentures,1.0,189532,Mouth/teeth dental problems_Painful gums|Bleeding gums|Loose teeth|Dentures < 0.50,0.14,0.17,2,74,0.26
Frequency of friend/family visits Almost daily,,,,0,1.0,0.0,0.0,0.0,0.0014,0.0,0.016,0.0014,Frequency of friend/family visits_Almost daily,1.13,24894,Frequency of friend/family visits_Almost daily >= 0.50,-0.04,-0.04,2,74,0.26
Average Diameter for HDL Particles,,,,0,1.0,0.0,0.0,0.0,0.0028,0.0,-0.018,0.0006,Average Diameter for HDL Particles,1.54,599,-1.10 <= Average Diameter for HDL Particles < -1.00,0.05,0.05,2,74,0.26
hiatus,,,,0,1.0,0.0,0.0,0.0,0.0,0.003,0.007,0.0002,"Non-cancer illness code, self-reported | Array 0__hiatus",1.28,1156,"Non-cancer illness code, self-reported | Array 0__hiatus >= 0.29",0.04,0.04,2,74,0.26
Ethnic background Prefer not to answer,,,,0,1.0,0.0,0.0,0.0,0.0,0.0175,-0.005,0.0,Ethnic background_Prefer not to answer,1.0,189005,Ethnic background_Prefer not to answer < 0.50,0.02,0.02,2,74,0.26
Frequency of depressed mood in last 2 weeks Several days,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0036,Frequency of depressed mood in last 2 weeks_Several days,1.07,34638,Frequency of depressed mood in last 2 weeks_Several days >= 0.50,-0.03,-0.02,2,74,0.26
medication elleste duet,,,,0,1.0,0.0,0.0,0.0,0.0,0.0074,0.006,0.0007,Treatment/medication code | Array 0__elleste duet,1.59,208,Treatment/medication code | Array 0__elleste duet >= 0.21,0.0,0.0,2,74,0.26
medication oil capsule,,,,0,1.0,0.0,0.0,0.0,0.0,0.0039,-0.007,0.0,Treatment/medication code | Array 0__oil capsule,1.0,184440,Treatment/medication code | Array 0__oil capsule < 0.19,0.04,0.04,2,74,0.26
Illnesses of mother 2 Chronic bronchitis/emphysema,,,,0,1.0,0.0,0.0,0.0,0.0,0.0001,0.009,0.0006,Illnesses of mother_2_Chronic bronchitis/emphysema,1.41,856,Illnesses of mother_2_Chronic bronchitis/emphysema >= 0.50,0.22,0.26,2,74,0.26
medication gaviscon,,,,0,1.0,0.0,0.0,0.0,0.0,0.0119,0.006,0.0009,Treatment/medication code | Array 0__gaviscon,1.47,284,Treatment/medication code | Array 0__gaviscon >= 0.29,-0.01,-0.01,2,74,0.26
Hearing difficulty/problems,,,,0,1.0,0.0,0.0,0.0,0.0012,0.0055,0.006,0.0075,Hearing difficulty/problems_Yes,1.03,50060,Hearing difficulty/problems_Yes >= 0.50,0.15,0.15,2,74,0.26
"Medication for cholesterol, blood pressure or diabetes Medication Cholesterol lowering medication|Blood pressure medication|Insulin",,,,0,1.0,0.0,0.0,0.0,0.0,0.0018,0.007,0.0006,"Medication for cholesterol, blood pressure or diabetes Medication_Cholesterol lowering medication|Blood pressure medication|Insulin",1.32,950,"Medication for cholesterol, blood pressure or diabetes Medication_Cholesterol lowering medication|Blood pressure medication|Insulin >= 0.50",0.15,0.15,2,74,0.26
Oily fish intake Less than once a week,,,,0,1.0,0.0,0.0,0.0,0.0112,0.0002,0.009,0.0101,Oily fish intake_Less than once a week,1.04,61105,Oily fish intake_Less than once a week >= 0.50,0.07,0.09,2,74,0.26
deep venous,,,,0,1.0,0.0,0.0,0.0,0.0,0.012,0.006,0.001,"Non-cancer illness code, self-reported | Array 0__deep venous",1.15,2621,"Non-cancer illness code, self-reported | Array 0__deep venous >= 0.19",-0.07,-0.07,2,74,0.26
"Never eat eggs, dairy, wheat, sugar Eggs or foods containing eggs|Dairy products",,,,0,1.0,0.0,0.0,0.0,0.0,0.0367,0.005,0.0007,"Never eat eggs, dairy, wheat, sugar_Eggs or foods containing eggs|Dairy products",1.33,406,"Never eat eggs, dairy, wheat, sugar_Eggs or foods containing eggs|Dairy products >= 0.50",-0.01,-0.01,2,74,0.26
"Never eat eggs, dairy, wheat, sugar Wheat products|Sugar or foods/drinks containing sugar",,,,0,1.0,0.0,0.0,0.0,0.0,0.0456,0.005,0.0,"Never eat eggs, dairy, wheat, sugar_Wheat products|Sugar or foods/drinks containing sugar",1.19,1110,"Never eat eggs, dairy, wheat, sugar_Wheat products|Sugar or foods/drinks containing sugar >= 0.50",-0.01,-0.01,2,74,0.26
"dietary changes in the last 5 years Yes, because of other reasons",,,,0,1.0,0.0,0.0,0.0,0.0024,0.0,0.009,0.0096,"Major dietary changes in the last 5 years_Yes, because of other reasons",1.05,55703,"Major dietary changes in the last 5 years_Yes, because of other reasons >= 0.50",0.15,0.19,2,74,0.26
Eosinophill percentage,,,,0,1.0,0.0,0.0,0.0,0.0011,0.5255,0.003,0.0001,Eosinophill percentage,1.15,1191,Eosinophill percentage < -1.30,-0.14,-0.14,2,74,0.26
