feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Feature Split,sim_score_target_feat,sim_score_target_cui,shortest_path_length
Peripheral enthesopathies and allied syndromes,C0457623,Peripheral enthesopathy,Peripheral enthesopathy. ,0,0.859,0.0,0.0,0.0,0.0006,0.1883,0.006,0.0004,Peripheral enthesopathies and allied syndromes,0.99,89222,-2.10 <= Peripheral enthesopathies and allied syndromes < 0.90,-0.02,-0.02,2
"Other diseases of respiratory system, NEC",C0029896,Otorhinolaryngologic Diseases,"Otorhinolaryngologic Diseases. Pathological processes of the ear, the nose, and the throat, also known as the ENT diseases.",0,0.353,0.0,0.0,0.0,0.0006,0.0058,-0.006,0.0003,"Other diseases of respiratory system, NEC",1.01,1693,"Other diseases of respiratory system, NEC >= 2.10",0.07,0.07,2
"Other diseases of respiratory system, NEC",C0035237,Respiratory System,"Respiratory System. The tubular and cavernous organs and structures, by means of which pulmonary ventilation and gas exchange between ambient air and the blood are brought about.",0,0.437,0.0,0.0,0.0,0.0006,0.0058,-0.006,0.0003,"Other diseases of respiratory system, NEC",1.01,1693,"Other diseases of respiratory system, NEC >= 2.10",0.07,0.07,2
"Other diseases of respiratory system, NEC",C0282686,Respiratory System Agents,Respiratory System Agents. Drugs used for their effects on the respiratory system.,0,0.471,0.0,0.0,0.0,0.0006,0.0058,-0.006,0.0003,"Other diseases of respiratory system, NEC",1.01,1693,"Other diseases of respiratory system, NEC >= 2.10",0.07,0.07,2
"Other diseases of respiratory system, NEC",C3541375,RESPIRATORY SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,RESPIRATORY SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS. ,0,0.446,0.0,0.0,0.0,0.0006,0.0058,-0.006,0.0003,"Other diseases of respiratory system, NEC",1.01,1693,"Other diseases of respiratory system, NEC >= 2.10",0.07,0.07,99
Epistaxis or throat hemorrhage,C0014591,Epistaxis,Epistaxis. Bleeding from the nose.,0,0.776,0.0,0.0,0.0,0.0006,0.0024,-0.005,0.0004,Epistaxis or throat hemorrhage,0.99,90943,-0.65 <= Epistaxis or throat hemorrhage < 8.90,0.13,0.13,2
Epistaxis or throat hemorrhage,C0576995,Pharyngeal Hemorrhage,Pharyngeal Hemorrhage. Bleeding originating from the pharynx.,0,0.673,0.0,0.0,0.0,0.0006,0.0024,-0.005,0.0004,Epistaxis or throat hemorrhage,0.99,90943,-0.65 <= Epistaxis or throat hemorrhage < 8.90,0.13,0.13,99
depression,C0011570,Mental Depression,Mental Depression. Depressive states usually of moderate intensity in contrast with MAJOR DEPRESSIVE DISORDER present in neurotic and psychotic disorders.,0,0.588,0.0,0.0,0.0,0.0006,0.0536,-0.006,0.0,"Non-cancer illness code, self-reported | Array 1__depression",1.0,90295,"Non-cancer illness code, self-reported | Array 1__depression < 0.12",-0.04,-0.04,2
depression,C0011581,Depressive disorder,Depressive disorder. An affective disorder manifested by either a dysphoric mood or loss of interest or pleasure in usual activities. The mood disturbance is prominent and relatively persistent.,0,0.678,0.0,0.0,0.0,0.0006,0.0536,-0.006,0.0,"Non-cancer illness code, self-reported | Array 1__depression",1.0,90295,"Non-cancer illness code, self-reported | Array 1__depression < 0.12",-0.04,-0.04,2
depression,C0344315,Depressed mood,"Depressed mood. An emotional state characterized by feelings of sadness, emptiness, and/or tearfulness.",0,0.753,0.0,0.0,0.0,0.0006,0.0536,-0.006,0.0,"Non-cancer illness code, self-reported | Array 1__depression",1.0,90295,"Non-cancer illness code, self-reported | Array 1__depression < 0.12",-0.04,-0.04,2
Ulcerative colitis,C0009324,Ulcerative Colitis,"Ulcerative Colitis. Inflammation of the COLON that is predominantly confined to the MUCOSA. Its major symptoms include DIARRHEA, rectal BLEEDING, the passage of MUCUS, and ABDOMINAL PAIN.",0,0.717,0.0,0.0,0.0,0.0006,0.1793,-0.005,0.0002,Ulcerative colitis,1.0,91152,Ulcerative colitis >= -0.18,0.17,0.17,2
Umbilical hernia,C0019322,Umbilical hernia,Umbilical hernia. Protrusion of the abdominal cavity contents through the abdominal wall at the umbilicus.,0,0.952,0.0,0.0,0.0,0.0006,0.0074,-0.005,0.0002,Umbilical hernia,1.0,89838,-1.20 <= Umbilical hernia < 0.56,-0.0,-0.0,2
Umbilical hernia,C1306503,Congenital exomphalos,"Congenital exomphalos. A HERNIA due to an imperfect closure or weakness of the umbilical ring. It appears as a skin-covered protrusion at the UMBILICUS during crying, coughing, or straining. The hernia generally consists of OMENTUM or SMALL INTESTINE. The vast majority of umbilical hernias are congenital but can be acquired due to severe abdominal distention.",0,0.846,0.0,0.0,0.0,0.0006,0.0074,-0.005,0.0002,Umbilical hernia,1.0,89838,-1.20 <= Umbilical hernia < 0.56,-0.0,-0.0,3
Mental health conditions ever diagnosed by a professional group depression,C0011570,Mental Depression,Mental Depression. Depressive states usually of moderate intensity in contrast with MAJOR DEPRESSIVE DISORDER present in neurotic and psychotic disorders.,0,0.415,0.0,0.0,0.0,0.0006,0.0,-0.015,0.001,Mental health conditions ever diagnosed by a professional__group depression,1.01,87484,Mental health conditions ever diagnosed by a professional__group depression < 0.15,0.03,0.03,2
Mental health conditions ever diagnosed by a professional group depression,C0011581,Depressive disorder,Depressive disorder. An affective disorder manifested by either a dysphoric mood or loss of interest or pleasure in usual activities. The mood disturbance is prominent and relatively persistent.,0,0.577,0.0,0.0,0.0,0.0006,0.0,-0.015,0.001,Mental health conditions ever diagnosed by a professional__group depression,1.01,87484,Mental health conditions ever diagnosed by a professional__group depression < 0.15,0.03,0.03,2
Mental health conditions ever diagnosed by a professional group depression,C0344315,Depressed mood,"Depressed mood. An emotional state characterized by feelings of sadness, emptiness, and/or tearfulness.",0,0.407,0.0,0.0,0.0,0.0006,0.0,-0.015,0.001,Mental health conditions ever diagnosed by a professional__group depression,1.01,87484,Mental health conditions ever diagnosed by a professional__group depression < 0.15,0.03,0.03,2
Overall health rating Fair,C1547189,Fair Language Proficiency,Fair Language Proficiency. ,0,0.398,0.0,0.0,0.0,0.0006,0.0,0.05,0.0012,Overall health rating_Fair,1.24,25623,Overall health rating_Fair >= 0.50,-0.1,-0.1,99
Overall health rating Fair,C1548785,Fair Specimen Quality,Fair Specimen Quality. ,0,0.395,0.0,0.0,0.0,0.0006,0.0,0.05,0.0012,Overall health rating_Fair,1.24,25623,Overall health rating_Fair >= 0.50,-0.1,-0.1,99
Overall health rating Fair,C2911689,Fair (qualifier),Fair (qualifier). Having no exceptional quality or ability.,0,0.526,0.0,0.0,0.0,0.0006,0.0,0.05,0.0012,Overall health rating_Fair,1.24,25623,Overall health rating_Fair >= 0.50,-0.1,-0.1,99
Average Diameter for HDL Particles,C1301886,Diameter (qualifier value),Diameter (qualifier value). The length of a straight line passing through the center of a circle or sphere and connecting two points on the circumference.,0,0.455,0.0,0.0,0.0,0.0006,0.0,-0.021,0.03,Average Diameter for HDL Particles,1.15,7281,-3.00 <= Average Diameter for HDL Particles < -0.96,0.01,0.01,2
M51.1 - Lumbar and other intervertebral disk disorders with radiculopathy,C0024090,Lumbar Region,Lumbar Region. The region of the spine below the ribs and above the hipbones.,0,0.398,0.0,0.0,0.0,0.0005,0.0877,0.007,0.0002,M51.1 - Lumbar and other intervertebral disk disorders with radiculopathy,1.0,90946,-9.00 <= M51.1 - Lumbar and other intervertebral disk disorders with radiculopathy < 4.40,-0.01,-0.01,2
M51.1 - Lumbar and other intervertebral disk disorders with radiculopathy,C0700594,Radiculopathy,"Radiculopathy. Disease involving a spinal nerve root (see SPINAL NERVE ROOTS) which may result from compression related to INTERVERTEBRAL DISK DISPLACEMENT; SPINAL CORD INJURIES; SPINAL DISEASES; and other conditions. Clinical manifestations include radicular pain, weakness, and sensory loss referable to structures innervated by the involved nerve root.",0,0.685,0.0,0.0,0.0,0.0005,0.0877,0.007,0.0002,M51.1 - Lumbar and other intervertebral disk disorders with radiculopathy,1.0,90946,-9.00 <= M51.1 - Lumbar and other intervertebral disk disorders with radiculopathy < 4.40,-0.01,-0.01,2
medication ibuprofen,C0020740,ibuprofen,"ibuprofen. A non-steroidal anti-inflammatory agent with analgesic, antipyretic, and anti-inflammatory properties",0,0.906,0.0,0.0,0.0,0.0005,0.0,-0.026,0.0004,Treatment/medication code | Array 0__ibuprofen,1.02,87653,Treatment/medication code | Array 0__ibuprofen < 0.57,-0.06,-0.06,2
Rheumatoid arthritis,C0003873,Rheumatoid Arthritis,"Rheumatoid Arthritis. A chronic systemic disease, primarily of the joints, marked by inflammatory changes in the synovial membranes and articular structures, widespread fibrinoid degeneration of the collagen fibers in mesenchymal tissues, and by atrophy and rarefaction of bony structures. Etiology is unknown, but autoimmune mechanisms have been implicated.",0,0.826,0.0,0.0,0.0,0.0005,0.15,0.004,0.0002,Rheumatoid arthritis,1.0,90983,-3.10 <= Rheumatoid arthritis < 3.60,0.05,0.05,2
Rheumatoid arthritis,C0038013,Ankylosing spondylitis,"Ankylosing spondylitis. A chronic inflammatory condition affecting the axial joints, such as the SACROILIAC JOINT and other intervertebral or costovertebral joints. It occurs predominantly in young males and is characterized by pain and stiffness of joints (ANKYLOSIS) with inflammation at tendon insertions.",0,0.514,0.0,0.0,0.0,0.0005,0.15,0.004,0.0002,Rheumatoid arthritis,1.0,90983,-3.10 <= Rheumatoid arthritis < 3.60,0.05,0.05,2
"dietary changes in the last 5 years Yes, because of illness",C0392747,Changing,Changing. The act of alteration or modification; changed or altered in form or character.,0,0.297,0.0,0.0,0.0,0.0005,0.0,0.054,0.0013,"Major dietary changes in the last 5 years_Yes, because of illness",1.37,14262,"Major dietary changes in the last 5 years_Yes, because of illness >= 0.50",0.11,0.11,99
"dietary changes in the last 5 years Yes, because of illness",C0443172,Changed status,Changed status. ,0,0.271,0.0,0.0,0.0,0.0005,0.0,0.054,0.0013,"Major dietary changes in the last 5 years_Yes, because of illness",1.37,14262,"Major dietary changes in the last 5 years_Yes, because of illness >= 0.50",0.11,0.11,99
medication cialis 10mg,C0967376,Cialis,Cialis. ,0,0.588,0.0,0.0,0.0,0.0005,0.1024,0.005,0.0,Treatment/medication code | Array 0__cialis 10mg,1.0,91536,Treatment/medication code | Array 0__cialis 10mg < 0.28,-0.11,-0.11,2
osteoarthritis,C0029408,Degenerative polyarthritis,"Degenerative polyarthritis. A progressive, degenerative joint disease, the most common form of arthritis, especially in older persons. The disease is thought to result not from the aging process but from biochemical changes and biomechanical stresses affecting articular cartilage. In the foreign literature it is often called osteoarthrosis deformans.",0,0.784,0.0,0.0,0.0,0.0005,0.0005,0.012,0.0001,"Non-cancer illness code, self-reported | Array 1__osteoarthritis",1.2,2704,"Non-cancer illness code, self-reported | Array 1__osteoarthritis >= 0.50",-0.0,-0.0,2
osteoarthritis,C0949690,Spondylarthritis,"Spondylarthritis. Inflammation of the joints of the SPINE, the intervertebral articulations.",0,0.548,0.0,0.0,0.0,0.0005,0.0005,0.012,0.0001,"Non-cancer illness code, self-reported | Array 1__osteoarthritis",1.2,2704,"Non-cancer illness code, self-reported | Array 1__osteoarthritis >= 0.50",-0.0,-0.0,2
osteoarthritis,C2350242,"Osteoarthritis, Spine","Osteoarthritis, Spine. A degenerative joint disease involving the SPINE. It is characterized by progressive deterioration of the spinal articular cartilage (CARTILAGE, ARTICULAR), usually with hardening of the subchondral bone and outgrowth of bone spurs (OSTEOPHYTE).",0,0.576,0.0,0.0,0.0,0.0005,0.0005,0.012,0.0001,"Non-cancer illness code, self-reported | Array 1__osteoarthritis",1.2,2704,"Non-cancer illness code, self-reported | Array 1__osteoarthritis >= 0.50",-0.0,-0.0,99
Syncope and collapse,C0039070,Syncope,"Syncope. A transient loss of consciousness and postural tone caused by diminished blood flow to the brain (i.e., BRAIN ISCHEMIA). Presyncope refers to the sensation of lightheadedness and loss of strength that precedes a syncopal event or accompanies an incomplete syncope. (From Adams et al., Principles of Neurology, 6th ed, pp367-9)",0,0.682,0.0,0.0,0.0,0.0005,0.0264,-0.003,0.0003,Syncope and collapse,1.37,988,-5.90 <= Syncope and collapse < -0.17,-0.02,-0.02,2
Syncope and collapse,C3541349,Syncope (amphibian),Syncope (amphibian). ,0,0.662,0.0,0.0,0.0,0.0005,0.0264,-0.003,0.0003,Syncope and collapse,1.37,988,-5.90 <= Syncope and collapse < -0.17,-0.02,-0.02,99
Syncope and collapse,C0036974,Shock,Shock. A pathological condition manifested by failure to perfuse or oxygenate vital organs.,0,0.411,0.0,0.0,0.0,0.0005,0.0264,-0.003,0.0003,Syncope and collapse,1.37,988,-5.90 <= Syncope and collapse < -0.17,-0.02,-0.02,2
Syncope and collapse,C0332521,Collapse (morphologic abnormality),Collapse (morphologic abnormality). ,0,0.403,0.0,0.0,0.0,0.0005,0.0264,-0.003,0.0003,Syncope and collapse,1.37,988,-5.90 <= Syncope and collapse < -0.17,-0.02,-0.02,99
Syncope and collapse,C0344329,Collapse (finding),Collapse (finding). Failure of a physiologic function or system.,0,0.654,0.0,0.0,0.0,0.0005,0.0264,-0.003,0.0003,Syncope and collapse,1.37,988,-5.90 <= Syncope and collapse < -0.17,-0.02,-0.02,2
Qualifications NVQ or HND or HNC or equivalent,C0205163,Equal,Equal. A person or thing equal to another in value or measure or force or effect or significance etc.; being essentially equal to something.,0,0.229,0.0,0.0,0.0,0.0004,0.0026,0.01,0.0,Qualifications_NVQ or HND or HNC or equivalent,1.1,7423,Qualifications_NVQ or HND or HNC or equivalent >= 0.50,-0.02,-0.02,99
Other specified cardiac dysrhythmias,C0003811,Cardiac Arrhythmia,"Cardiac Arrhythmia. Any disturbances of the normal rhythmic beating of the heart or MYOCARDIAL CONTRACTION. Cardiac arrhythmias can be classified by the abnormalities in HEART RATE, disorders of electrical impulse generation, or impulse conduction.",0,0.768,0.0,0.0,0.0,0.0004,0.1626,0.006,0.0003,Other specified cardiac dysrhythmias,0.99,90042,-0.12 <= Other specified cardiac dysrhythmias < 0.98,0.08,0.11,2
Other specified cardiac dysrhythmias,C0264886,Conduction disorder of the heart,Conduction disorder of the heart. A disorder affecting the conduction system that sends electrical signals in the myocardium.,0,0.718,0.0,0.0,0.0,0.0004,0.1626,0.006,0.0003,Other specified cardiac dysrhythmias,0.99,90042,-0.12 <= Other specified cardiac dysrhythmias < 0.98,0.08,0.11,2
Qualifications A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,C0018609,Hartnup Disease,"Hartnup Disease. An autosomal recessive disorder due to defective absorption of NEUTRAL AMINO ACIDS by both the intestine and the PROXIMAL RENAL TUBULES. The abnormal urinary loss of TRYPTOPHAN, a precursor of NIACIN, leads to a NICOTINAMIDE deficiency, PELLAGRA-like light-sensitive rash, CEREBELLAR ATAXIA, emotional instability, and aminoaciduria. Mutations involve the neurotransmitter transporter gene SLC6A19.",0,0.158,0.0,0.0,0.0,0.0004,0.0109,-0.008,0.0,Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,1.0,90738,Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent < 0.50,-0.01,-0.01,2
Qualifications A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,C5551064,SLC6A19 wt Allele,"SLC6A19 wt Allele. Human SLC6A19 wild-type allele is located in the vicinity of 5p15.33 and is approximately 24 kb in length. This allele, which encodes sodium-dependent neutral amino acid transporter B(0)AT1 protein, plays a role in epithelial cell uptake of neutral amino acids. Mutation of the gene is associated with iminoglycinuria, hyperglycinuria and Hartnup disorder.",0,0.174,0.0,0.0,0.0,0.0004,0.0109,-0.008,0.0,Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,1.0,90738,Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent < 0.50,-0.01,-0.01,99
Qualifications A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,C0205163,Equal,Equal. A person or thing equal to another in value or measure or force or effect or significance etc.; being essentially equal to something.,0,0.278,0.0,0.0,0.0,0.0004,0.0109,-0.008,0.0,Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,1.0,90738,Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent < 0.50,-0.01,-0.01,99
Qualifications A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,C0439185,Equivalent Weight,"Equivalent Weight. A unit of relative amount of a substance that combines with or displaces 8.0 grams of oxygen or 1.008 gram of hydrogen. The unit is usually expressed in grams and is equal to the amount of substance that gains or loses one mole of electrons in a redox reaction, or to the amount of substances that releases or accepts one mole of hydrogen ions in a neutralization reaction; or to the amount of electrolyte that carries one mole of positive or negative charge. This is a large unit and measurements are more often done in its derivatives, e.g. in milliequivalents.",0,0.284,0.0,0.0,0.0,0.0004,0.0109,-0.008,0.0,Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,1.0,90738,Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent < 0.50,-0.01,-0.01,2
failure,C0231174,Failure (biologic function),Failure (biologic function). ,0,0.826,0.0,0.0,0.0,0.0004,0.0,0.035,0.0004,"Non-cancer illness code, self-reported | Array 2__failure",1.0,91470,"Non-cancer illness code, self-reported | Array 2__failure < 0.18",-0.04,-0.04,99
failure,C0680095,Personal failure,Personal failure. ,0,0.59,0.0,0.0,0.0,0.0004,0.0,0.035,0.0004,"Non-cancer illness code, self-reported | Array 2__failure",1.0,91470,"Non-cancer illness code, self-reported | Array 2__failure < 0.18",-0.04,-0.04,99
medication 100mg capsule,C0006935,capsule (pharmacologic),capsule (pharmacologic). Hard or soft soluble containers used for the oral administration of medicine.,0,0.294,0.0,0.0,0.0,0.0004,0.004,0.009,0.0,Treatment/medication code | Array 0__100mg capsule,1.0,91540,Treatment/medication code | Array 0__100mg capsule < 0.25,-0.0,-0.0,2
Qualifications College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent,C0205163,Equal,Equal. A person or thing equal to another in value or measure or force or effect or significance etc.; being essentially equal to something.,0,0.305,0.0,0.0,0.0,0.0004,0.0001,-0.013,0.0001,Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent,1.01,88450,Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent < 0.50,-0.02,0.0,99
Qualifications College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent,C0439185,Equivalent Weight,"Equivalent Weight. A unit of relative amount of a substance that combines with or displaces 8.0 grams of oxygen or 1.008 gram of hydrogen. The unit is usually expressed in grams and is equal to the amount of substance that gains or loses one mole of electrons in a redox reaction, or to the amount of substances that releases or accepts one mole of hydrogen ions in a neutralization reaction; or to the amount of electrolyte that carries one mole of positive or negative charge. This is a large unit and measurements are more often done in its derivatives, e.g. in milliequivalents.",0,0.279,0.0,0.0,0.0,0.0004,0.0001,-0.013,0.0001,Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent,1.01,88450,Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent < 0.50,-0.02,0.0,2
Type 1 diabetes,C0011854,"Diabetes Mellitus, Insulin-Dependent","Diabetes Mellitus, Insulin-Dependent. A chronic condition characterized by minimal or absent production of insulin by the pancreas.",0,0.657,0.0,0.0,0.0,0.0004,0.0031,0.006,0.0002,Type 1 diabetes,1.0,90689,-0.06 <= Type 1 diabetes < 6.30,-0.02,-0.02,2
Type 1 diabetes,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent","Diabetes Mellitus, Non-Insulin-Dependent. A type of diabetes mellitus that is characterized by insulin resistance or desensitization and increased blood glucose levels. This is a chronic disease that can develop gradually over the life of a patient and can be linked to both environmental factors and heredity.",0,0.674,0.0,0.0,0.0,0.0004,0.0031,0.006,0.0002,Type 1 diabetes,1.0,90689,-0.06 <= Type 1 diabetes < 6.30,-0.02,-0.02,2
Occlusion of cerebral arteries,C0001168,Complete obstruction,Complete obstruction. ,0,0.316,0.0,0.0,0.0,0.0004,0.0176,-0.005,0.0002,Occlusion of cerebral arteries,1.0,90341,-2.60 <= Occlusion of cerebral arteries < 0.04,-0.02,-0.02,2
Occlusion of cerebral arteries,C0011382,Dental Occlusion,"Dental Occlusion. The relationship of all the components of the masticatory system in normal function. It has special reference to the position and contact of the maxillary and mandibular teeth for the highest efficiency during the excursive movements of the jaw that are essential for mastication. (From Jablonski, Dictionary of Dentistry, 1992, p556, p472)",0,0.201,0.0,0.0,0.0,0.0004,0.0176,-0.005,0.0002,Occlusion of cerebral arteries,1.0,90341,-2.60 <= Occlusion of cerebral arteries < 0.04,-0.02,-0.02,2
Occlusion of cerebral arteries,C0028778,Obstruction,Obstruction. Blockage of the normal flow of the contents of an anatomical passageway.,0,0.254,0.0,0.0,0.0,0.0004,0.0176,-0.005,0.0002,Occlusion of cerebral arteries,1.0,90341,-2.60 <= Occlusion of cerebral arteries < 0.04,-0.02,-0.02,2
Occlusion of cerebral arteries,C0007770,Structure of cerebral artery,Structure of cerebral artery. The arterial blood vessels supplying the CEREBRUM.,0,0.751,0.0,0.0,0.0,0.0004,0.0176,-0.005,0.0002,Occlusion of cerebral arteries,1.0,90341,-2.60 <= Occlusion of cerebral arteries < 0.04,-0.02,-0.02,2
Occlusion of cerebral arteries,C4266573,Head>Cerebral arteries,Head>Cerebral arteries. ,0,0.743,0.0,0.0,0.0,0.0004,0.0176,-0.005,0.0002,Occlusion of cerebral arteries,1.0,90341,-2.60 <= Occlusion of cerebral arteries < 0.04,-0.02,-0.02,2
Congenital anomalies of great vessels,C0000768,Congenital Abnormality,Congenital Abnormality. Malformations of organs or body parts during development in utero.,0,0.48,0.0,0.0,0.0,0.0004,0.1697,0.005,0.0002,Congenital anomalies of great vessels,1.0,90650,-2.30 <= Congenital anomalies of great vessels < 0.41,0.1,0.1,2
Congenital anomalies of great vessels,C0266292,Congenital anomaly of the kidney,Congenital anomaly of the kidney. An abnormality of the kidney. [HPO:probinson],0,0.329,0.0,0.0,0.0,0.0004,0.1697,0.005,0.0002,Congenital anomalies of great vessels,1.0,90650,-2.30 <= Congenital anomalies of great vessels < 0.41,0.1,0.1,2
Congenital anomalies of great vessels,C0225991,Structure of great blood vessel (organ),"Structure of great blood vessel (organ). Any of the major arteries or veins attached to the cardiac atria or ventricles. This includes the aorta, superior and inferior vena cava and the pulmonary arteries and veins.",0,0.658,0.0,0.0,0.0,0.0004,0.1697,0.005,0.0002,Congenital anomalies of great vessels,1.0,90650,-2.30 <= Congenital anomalies of great vessels < 0.41,0.1,0.1,2
high cholesterol,C0020443,Hypercholesterolemia,Hypercholesterolemia. A condition with abnormally high levels of CHOLESTEROL in the blood. It is defined as a cholesterol value exceeding the 95th percentile for the population.,0,0.903,0.0,0.0,0.0,0.0004,0.007,0.009,0.0,"Non-cancer illness code, self-reported | Array 1__high cholesterol",1.1,5775,"Non-cancer illness code, self-reported | Array 1__high cholesterol >= 0.29",0.02,0.02,2
high cholesterol,C1522133,Hypercholesterolemia result,Hypercholesterolemia result. A laboratory test result indicating an increased amount of cholesterol in the blood.,0,0.887,0.0,0.0,0.0,0.0004,0.007,0.009,0.0,"Non-cancer illness code, self-reported | Array 1__high cholesterol",1.1,5775,"Non-cancer illness code, self-reported | Array 1__high cholesterol >= 0.29",0.02,0.02,2
Cholesterol in Large HDL,C0008377,cholesterol,"cholesterol. The principal sterol of all higher animals, distributed in body tissues, especially the brain and spinal cord, and in animal fats and oils.",0,0.656,0.0,0.0,0.0,0.0004,0.0,-0.031,0.0636,Cholesterol in Large HDL,1.21,8276,-2.80 <= Cholesterol in Large HDL < -0.90,-0.02,-0.02,2
Cholesterol in Large HDL,C0008387,Cholesterol Esters,Cholesterol Esters. Fatty acid esters of cholesterol which constitute about two-thirds of the cholesterol in the plasma. The accumulation of cholesterol esters in the arterial intima is a characteristic feature of atherosclerosis.,0,0.598,0.0,0.0,0.0,0.0004,0.0,-0.031,0.0636,Cholesterol in Large HDL,1.21,8276,-2.80 <= Cholesterol in Large HDL < -0.90,-0.02,-0.02,2
hypothyroidism,C0020676,Hypothyroidism,"Hypothyroidism. A syndrome that results from abnormally low secretion of THYROID HORMONES from the THYROID GLAND, leading to a decrease in BASAL METABOLIC RATE. In its most severe form, there is accumulation of MUCOPOLYSACCHARIDES in the SKIN and EDEMA, known as MYXEDEMA. It may be primary or secondary due to other pituitary disease, or hypothalamic dysfunction.",0,0.731,0.0,0.0,0.0,0.0004,0.1248,-0.005,0.0,"Non-cancer illness code, self-reported | Array 1__hypothyroidism",1.0,90531,"Non-cancer illness code, self-reported | Array 1__hypothyroidism < 0.29",0.12,0.12,2
hypothyroidism,C3665349,Secondary hypothyroidism,"Secondary hypothyroidism. Hypothyroidism due to dysfunction of the pituitary gland, which results in inadequate secretion of thyroid-stimulating hormone (thyrotropin).",0,0.793,0.0,0.0,0.0,0.0004,0.1248,-0.005,0.0,"Non-cancer illness code, self-reported | Array 1__hypothyroidism",1.0,90531,"Non-cancer illness code, self-reported | Array 1__hypothyroidism < 0.29",0.12,0.12,99
hypothyroidism,C0271801,Central hypothyroidism,Central hypothyroidism. Abnormally low levels of thyroid hormones due to a disorder originating within the hypothalamic-pituitary axis.,0,0.708,0.0,0.0,0.0,0.0004,0.1248,-0.005,0.0,"Non-cancer illness code, self-reported | Array 1__hypothyroidism",1.0,90531,"Non-cancer illness code, self-reported | Array 1__hypothyroidism < 0.29",0.12,0.12,2
"M19.97 - Arthrosis, unspecified (Ankle and foot)",C0022408,Arthropathy,Arthropathy. Diseases involving the JOINTS.,0,0.432,0.0,0.0,0.0,0.0004,0.1054,0.002,0.0001,"M19.97 - Arthrosis, unspecified (Ankle and foot)",1.0,91367,"-6.50 <= M19.97 - Arthrosis, unspecified (Ankle and foot) < 13.00",0.03,0.03,2
"M19.97 - Arthrosis, unspecified (Ankle and foot)",C0029408,Degenerative polyarthritis,"Degenerative polyarthritis. A progressive, degenerative joint disease, the most common form of arthritis, especially in older persons. The disease is thought to result not from the aging process but from biochemical changes and biomechanical stresses affecting articular cartilage. In the foreign literature it is often called osteoarthrosis deformans.",0,0.289,0.0,0.0,0.0,0.0004,0.1054,0.002,0.0001,"M19.97 - Arthrosis, unspecified (Ankle and foot)",1.0,91367,"-6.50 <= M19.97 - Arthrosis, unspecified (Ankle and foot) < 13.00",0.03,0.03,2
"M19.97 - Arthrosis, unspecified (Ankle and foot)",C4760573,Arthrosis,Arthrosis. ,0,0.451,0.0,0.0,0.0,0.0004,0.1054,0.002,0.0001,"M19.97 - Arthrosis, unspecified (Ankle and foot)",1.0,91367,"-6.50 <= M19.97 - Arthrosis, unspecified (Ankle and foot) < 13.00",0.03,0.03,99
"M19.97 - Arthrosis, unspecified (Ankle and foot)",C0870018,Ankle and Foot,Ankle and Foot. ,0,0.472,0.0,0.0,0.0,0.0004,0.1054,0.002,0.0001,"M19.97 - Arthrosis, unspecified (Ankle and foot)",1.0,91367,"-6.50 <= M19.97 - Arthrosis, unspecified (Ankle and foot) < 13.00",0.03,0.03,2
medication 2mg,C3840903,Medication 2,Medication 2. ,0,0.629,0.0,0.0,0.0,0.0004,0.0405,0.007,0.0,Treatment/medication code | Array 0__2mg,1.0,91420,Treatment/medication code | Array 0__2mg < 0.46,0.01,0.01,99
