name,feature_importance,p_val,corr,corr_kendal,support,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Target % Covered,F.Split-Feature Split
"Non-cancer illness code, self-reported | Array 3 emphysema",0.0,0.03669,0.008,0.008,1,3e-05,"Non-cancer illness code, self-reported | Array 3__emphysema",1.0,91474,99.79,"Non-cancer illness code, self-reported | Array 3__emphysema < 0.23"
"Non-cancer illness code, self-reported | Array 3 failure requiring",0.0,0.00156,0.01,0.01,1,4e-05,"Non-cancer illness code, self-reported | Array 3__failure requiring",1.0,91550,99.89,"Non-cancer illness code, self-reported | Array 3__failure requiring < 0.20"
"Non-cancer illness code, self-reported | Array 3 failure",0.0,0.0,0.018,0.018,1,0.00012,"Non-cancer illness code, self-reported | Array 3__failure",1.0,91503,99.74,"Non-cancer illness code, self-reported | Array 3__failure < 0.18"
"Non-cancer illness code, self-reported | Array 3 cervical spondylosis",0.0,0.05545,0.006,0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 3__cervical spondylosis",1.0,91488,99.83,"Non-cancer illness code, self-reported | Array 3__cervical spondylosis < 0.29"
"Non-cancer illness code, self-reported | Array 3 cervical",0.0,0.06473,0.006,0.006,1,5e-05,"Non-cancer illness code, self-reported | Array 3__cervical",1.0,91483,99.81,"Non-cancer illness code, self-reported | Array 3__cervical < 0.55"
"Non-cancer illness code, self-reported | Array 3 cardiac problem",0.0,0.0054,0.009,0.009,1,3e-05,"Non-cancer illness code, self-reported | Array 3__cardiac problem",1.0,91533,99.87,"Non-cancer illness code, self-reported | Array 3__cardiac problem < 0.25"
"Non-cancer illness code, self-reported | Array 3 cardiac",0.0,0.0054,0.009,0.009,1,3e-05,"Non-cancer illness code, self-reported | Array 3__cardiac",1.0,91533,99.87,"Non-cancer illness code, self-reported | Array 3__cardiac < 0.25"
"Non-cancer illness code, self-reported | Array 3 bronchitis",0.0,0.02832,0.009,0.009,1,4e-05,"Non-cancer illness code, self-reported | Array 3__bronchitis",1.0,91384,99.65,"Non-cancer illness code, self-reported | Array 3__bronchitis < 0.22"
"Non-cancer illness code, self-reported | Array 3 heart",0.0,1e-05,0.016,0.016,1,0.00014,"Non-cancer illness code, self-reported | Array 3__heart",1.0,91307,99.43,"Non-cancer illness code, self-reported | Array 3__heart < 0.20"
"Non-cancer illness code, self-reported | Array 3 diverticular disease",0.0,0.14007,0.005,0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 3__diverticular disease",1.0,91418,99.75,"Non-cancer illness code, self-reported | Array 3__diverticular disease < 0.23"
"Non-cancer illness code, self-reported | Array 3 diverticular",0.0,0.14007,0.005,0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 3__diverticular",1.0,91418,99.75,"Non-cancer illness code, self-reported | Array 3__diverticular < 0.23"
"Non-cancer illness code, self-reported | Array 6 fracture",0.0,0.10142,0.005,0.005,1,2e-05,"Non-cancer illness code, self-reported | Array 6__fracture",1.0,91487,99.83,"Non-cancer illness code, self-reported | Array 6__fracture < 0.83"
"Non-cancer illness code, self-reported | Array 6 eye",0.0,0.18609,0.004,0.004,1,2e-05,"Non-cancer illness code, self-reported | Array 6__eye",1.0,91554,99.93,"Non-cancer illness code, self-reported | Array 6__eye < 0.37"
"Non-cancer illness code, self-reported | Array 6 enlarged prostate",0.0,0.16982,0.005,0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 6__enlarged prostate",1.0,91547,99.92,"Non-cancer illness code, self-reported | Array 6__enlarged prostate < 0.29"
"Non-cancer illness code, self-reported | Array 6 enlarged",0.0,0.16982,0.005,0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 6__enlarged",1.0,91547,99.92,"Non-cancer illness code, self-reported | Array 6__enlarged < 0.29"
"Non-cancer illness code, self-reported | Array 6 eczema dermatitis",0.0,0.00265,0.01,0.01,1,4e-05,"Non-cancer illness code, self-reported | Array 6__eczema dermatitis",1.0,91517,99.84,"Non-cancer illness code, self-reported | Array 6__eczema dermatitis < 0.29"
"Non-cancer illness code, self-reported | Array 6 eczema",0.0,0.00265,0.01,0.01,1,4e-05,"Non-cancer illness code, self-reported | Array 6__eczema",1.0,91517,99.84,"Non-cancer illness code, self-reported | Array 6__eczema < 0.29"
"Non-cancer illness code, self-reported | Array 6 hayfever",0.0,0.02203,0.008,0.008,1,2e-05,"Non-cancer illness code, self-reported | Array 6__hayfever",1.0,91489,99.81,"Non-cancer illness code, self-reported | Array 6__hayfever < 0.22"
"Non-cancer illness code, self-reported | Array 6 gord gastric",0.0,0.00761,0.009,0.009,1,3e-05,"Non-cancer illness code, self-reported | Array 6__gord gastric",1.0,91446,99.74,"Non-cancer illness code, self-reported | Array 6__gord gastric < 0.14"
"Non-cancer illness code, self-reported | Array 6 gord",0.0,0.00761,0.009,0.009,1,3e-05,"Non-cancer illness code, self-reported | Array 6__gord",1.0,91446,99.74,"Non-cancer illness code, self-reported | Array 6__gord < 0.14"
"Non-cancer illness code, self-reported | Array 6 gastro oesophageal",0.0,0.00761,0.009,0.009,1,3e-05,"Non-cancer illness code, self-reported | Array 6__gastro oesophageal",1.0,91446,99.74,"Non-cancer illness code, self-reported | Array 6__gastro oesophageal < 0.14"
"Non-cancer illness code, self-reported | Array 6 gastro",0.0,0.00761,0.009,0.009,1,3e-05,"Non-cancer illness code, self-reported | Array 6__gastro",1.0,91446,99.74,"Non-cancer illness code, self-reported | Array 6__gastro < 0.14"
"Non-cancer illness code, self-reported | Array 6 gastric reflux",0.0,0.00761,0.009,0.009,1,3e-05,"Non-cancer illness code, self-reported | Array 6__gastric reflux",1.0,91446,99.74,"Non-cancer illness code, self-reported | Array 6__gastric reflux < 0.14"
"Non-cancer illness code, self-reported | Array 3 disease diverticulitis",0.0,0.14007,0.005,0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 3__disease diverticulitis",1.0,91418,99.75,"Non-cancer illness code, self-reported | Array 3__disease diverticulitis < 0.23"
"Non-cancer illness code, self-reported | Array 6 hypothyroidism",0.0,0.00044,0.012,0.012,1,5e-05,"Non-cancer illness code, self-reported | Array 6__hypothyroidism",1.0,91531,99.85,"Non-cancer illness code, self-reported | Array 6__hypothyroidism < 0.29"
"Non-cancer illness code, self-reported | Array 6 high cholesterol",0.0,0.0,0.027,0.027,1,0.00028,"Non-cancer illness code, self-reported | Array 6__high cholesterol",0.99,91213,99.07,"Non-cancer illness code, self-reported | Array 6__high cholesterol < 0.29"
"Non-cancer illness code, self-reported | Array 6 high",0.0,0.0,0.027,0.027,1,0.00028,"Non-cancer illness code, self-reported | Array 6__high",0.99,91213,99.07,"Non-cancer illness code, self-reported | Array 6__high < 0.29"
"Non-cancer illness code, self-reported | Array 6 hiatus hernia",0.0,0.00097,0.011,0.011,1,5e-05,"Non-cancer illness code, self-reported | Array 6__hiatus hernia",1.0,91509,99.81,"Non-cancer illness code, self-reported | Array 6__hiatus hernia < 0.29"
"Non-cancer illness code, self-reported | Array 6 hiatus",0.0,0.00097,0.011,0.011,1,5e-05,"Non-cancer illness code, self-reported | Array 6__hiatus",1.0,91509,99.81,"Non-cancer illness code, self-reported | Array 6__hiatus < 0.29"
"Non-cancer illness code, self-reported | Array 6 heart",0.0,1e-05,0.015,0.015,1,8e-05,"Non-cancer illness code, self-reported | Array 6__heart",1.0,91532,99.83,"Non-cancer illness code, self-reported | Array 6__heart < 0.38"
"Non-cancer illness code, self-reported | Array 6 hayfever allergic",0.0,0.02203,0.008,0.008,1,2e-05,"Non-cancer illness code, self-reported | Array 6__hayfever allergic",1.0,91489,99.81,"Non-cancer illness code, self-reported | Array 6__hayfever allergic < 0.22"
"Non-cancer illness code, self-reported | Array 6 myxoedema",0.0,0.00044,0.012,0.012,1,5e-05,"Non-cancer illness code, self-reported | Array 6__myxoedema",1.0,91531,99.85,"Non-cancer illness code, self-reported | Array 6__myxoedema < 0.29"
"Non-cancer illness code, self-reported | Array 6 muscle soft",0.0,0.00286,0.01,0.01,1,4e-05,"Non-cancer illness code, self-reported | Array 6__muscle soft",1.0,91531,99.86,"Non-cancer illness code, self-reported | Array 6__muscle soft < 0.19"
"Non-cancer illness code, self-reported | Array 6 muscle",0.0,0.00286,0.01,0.01,1,4e-05,"Non-cancer illness code, self-reported | Array 6__muscle",1.0,91531,99.86,"Non-cancer illness code, self-reported | Array 6__muscle < 0.19"
"Non-cancer illness code, self-reported | Array 6 irritable bowel",0.0,0.00127,0.011,0.011,1,4e-05,"Non-cancer illness code, self-reported | Array 6__irritable bowel",1.0,91539,99.87,"Non-cancer illness code, self-reported | Array 6__irritable bowel < 0.23"
"Non-cancer illness code, self-reported | Array 6 irritable",0.0,0.00127,0.011,0.011,1,4e-05,"Non-cancer illness code, self-reported | Array 6__irritable",1.0,91539,99.87,"Non-cancer illness code, self-reported | Array 6__irritable < 0.23"
"Non-cancer illness code, self-reported | Array 6 hypothyroidism myxoedema",0.0,0.00044,0.012,0.012,1,5e-05,"Non-cancer illness code, self-reported | Array 6__hypothyroidism myxoedema",1.0,91531,99.85,"Non-cancer illness code, self-reported | Array 6__hypothyroidism myxoedema < 0.29"
"Non-cancer illness code, self-reported | Array 6 anaphylactic reaction",0.0,0.00375,0.01,0.01,1,3e-05,"Non-cancer illness code, self-reported | Array 6__anaphylactic reaction",1.0,91547,99.89,"Non-cancer illness code, self-reported | Array 6__anaphylactic reaction < 0.23"
"Non-cancer illness code, self-reported | Array 6 gastric",0.0,0.06876,0.009,0.009,1,3e-05,"Non-cancer illness code, self-reported | Array 6__gastric",1.0,91422,99.71,"Non-cancer illness code, self-reported | Array 6__gastric < 0.14"
"Non-cancer illness code, self-reported | Array 0 gord gastric",0.0,0.0,-0.016,-0.016,1,0.00016,"Non-cancer illness code, self-reported | Array 0__gord gastric",1.01,90635,99.45,"Non-cancer illness code, self-reported | Array 0__gord gastric < 0.14"
"Non-cancer illness code, self-reported | Array 0 heart attack",0.0,0.0,0.044,0.044,1,0.00084,"Non-cancer illness code, self-reported | Array 0__heart attack",1.57,4617,7.92,"Non-cancer illness code, self-reported | Array 0__heart attack >= 0.19"
"Non-cancer illness code, self-reported | Array 0 heart arrhythmia",0.0,0.04907,-0.007,-0.007,1,2e-05,"Non-cancer illness code, self-reported | Array 0__heart arrhythmia",1.0,91424,99.9,"Non-cancer illness code, self-reported | Array 0__heart arrhythmia < 0.33"
"Non-cancer illness code, self-reported | Array 0 heart",0.0,0.0,0.043,0.042,1,0.0009,"Non-cancer illness code, self-reported | Array 0__heart",1.57,4617,7.92,"0.36 <= Non-cancer illness code, self-reported | Array 0__heart < 0.38"
"Non-cancer illness code, self-reported | Array 0 headaches migraine",0.0,0.008,-0.009,-0.009,1,5e-05,"Non-cancer illness code, self-reported | Array 0__headaches migraine",1.0,91459,99.96,"Non-cancer illness code, self-reported | Array 0__headaches migraine < 0.31"
"Non-cancer illness code, self-reported | Array 0 headaches",0.0,0.008,-0.009,-0.009,1,5e-05,"Non-cancer illness code, self-reported | Array 0__headaches",1.0,91459,99.96,"Non-cancer illness code, self-reported | Array 0__headaches < 0.31"
"Non-cancer illness code, self-reported | Array 0 eczema",0.0,9e-05,-0.013,-0.013,1,0.00011,"Non-cancer illness code, self-reported | Array 0__eczema",1.0,91198,99.83,"Non-cancer illness code, self-reported | Array 0__eczema < 0.29"
"Non-cancer illness code, self-reported | Array 0 slipped",0.0,0.04772,-0.007,-0.007,1,2e-05,"Non-cancer illness code, self-reported | Array 0__slipped",1.0,91180,99.68,"Non-cancer illness code, self-reported | Array 0__slipped < 0.17"
"Non-cancer illness code, self-reported | Array 0 drug",0.0,0.0277,-0.007,-0.007,1,4e-05,"Non-cancer illness code, self-reported | Array 0__drug",1.0,91496,99.97,"Non-cancer illness code, self-reported | Array 0__drug < 0.20"
"Non-cancer illness code, self-reported | Array 0 enlarged",0.0,0.00038,-0.012,-0.012,1,8e-05,"Non-cancer illness code, self-reported | Array 0__enlarged",1.0,90889,99.54,"Non-cancer illness code, self-reported | Array 0__enlarged < 0.29"
"Non-cancer illness code, self-reported | Array 0 endometriosis",0.0,0.0162,-0.008,-0.008,1,6e-05,"Non-cancer illness code, self-reported | Array 0__endometriosis",1.0,91538,100.0,"Non-cancer illness code, self-reported | Array 0__endometriosis < 0.50"
"Non-cancer illness code, self-reported | Array 0 emphysema chronic",0.0,0.03307,-0.007,-0.007,1,3e-05,"Non-cancer illness code, self-reported | Array 0__emphysema chronic",1.0,90869,99.4,"Non-cancer illness code, self-reported | Array 0__emphysema chronic < 0.23"
"Non-cancer illness code, self-reported | Array 0 emphysema",0.0,0.10136,-0.006,-0.006,1,3e-05,"Non-cancer illness code, self-reported | Array 0__emphysema",1.0,90854,99.37,"Non-cancer illness code, self-reported | Array 0__emphysema < 0.23"
"Non-cancer illness code, self-reported | Array 0 embolism",0.0,0.09303,-0.005,-0.005,1,2e-05,"Non-cancer illness code, self-reported | Array 0__embolism",1.0,91273,99.75,"Non-cancer illness code, self-reported | Array 0__embolism < 0.23"
"Non-cancer illness code, self-reported | Array 0 elbow",0.0,0.1081,-0.005,-0.005,1,2e-05,"Non-cancer illness code, self-reported | Array 0__elbow",1.0,91550,99.99,"Non-cancer illness code, self-reported | Array 0__elbow < 0.40"
"Non-cancer illness code, self-reported | Array 0 eczema dermatitis",0.0,9e-05,-0.013,-0.013,1,0.00011,"Non-cancer illness code, self-reported | Array 0__eczema dermatitis",1.0,91198,99.83,"Non-cancer illness code, self-reported | Array 0__eczema dermatitis < 0.29"
"Non-cancer illness code, self-reported | Array 0 eyelid",0.0,0.09916,-0.005,-0.005,1,2e-05,"Non-cancer illness code, self-reported | Array 0__eyelid",1.0,91453,99.91,"Non-cancer illness code, self-reported | Array 0__eyelid < 0.24"
"Non-cancer illness code, self-reported | Array 0 eye eyelid",0.0,0.12528,-0.005,-0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 0__eye eyelid",1.0,91457,99.91,"Non-cancer illness code, self-reported | Array 0__eye eyelid < 0.24"
"Non-cancer illness code, self-reported | Array 0 eye",0.0,0.00769,-0.008,-0.008,1,6e-05,"Non-cancer illness code, self-reported | Array 0__eye",1.0,91394,99.9,"Non-cancer illness code, self-reported | Array 0__eye < 0.23"
"Non-cancer illness code, self-reported | Array 0 essential hypertension",0.0,0.02656,0.007,0.007,1,2e-05,"Non-cancer illness code, self-reported | Array 0__essential hypertension",1.0,91269,99.52,"Non-cancer illness code, self-reported | Array 0__essential hypertension < 0.35"
"Non-cancer illness code, self-reported | Array 0 infection",0.0,0.03383,-0.007,-0.007,1,4e-05,"Non-cancer illness code, self-reported | Array 0__infection",1.0,91502,99.97,"Non-cancer illness code, self-reported | Array 0__infection < 0.30"
"Non-cancer illness code, self-reported | Array 0 hypothyroidism myxoedema",0.0,2e-05,-0.014,-0.014,1,0.00012,"Non-cancer illness code, self-reported | Array 0__hypothyroidism myxoedema",1.0,90732,99.48,"Non-cancer illness code, self-reported | Array 0__hypothyroidism myxoedema < 0.29"
"Non-cancer illness code, self-reported | Array 0 hypothyroidism",0.0,2e-05,-0.014,-0.014,1,0.00012,"Non-cancer illness code, self-reported | Array 0__hypothyroidism",1.0,90732,99.48,"Non-cancer illness code, self-reported | Array 0__hypothyroidism < 0.29"
"Non-cancer illness code, self-reported | Array 0 iron deficiency",0.0,0.08746,-0.006,-0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 0__iron deficiency",1.0,91546,99.99,"Non-cancer illness code, self-reported | Array 0__iron deficiency < 0.23"
"Non-cancer illness code, self-reported | Array 0 iron",0.0,0.08746,-0.006,-0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 0__iron",1.0,91546,99.99,"Non-cancer illness code, self-reported | Array 0__iron < 0.23"
"Non-cancer illness code, self-reported | Array 0 injuries",0.0,0.08659,-0.006,-0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 0__injuries",1.0,91449,99.91,"Non-cancer illness code, self-reported | Array 0__injuries < 0.20"
"Non-cancer illness code, self-reported | Array 0 inguinal hernia",0.0,0.12966,-0.005,-0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 0__inguinal hernia",1.0,91483,99.93,"Non-cancer illness code, self-reported | Array 0__inguinal hernia < 0.31"
"Non-cancer illness code, self-reported | Array 0 inguinal",0.0,0.12966,-0.005,-0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 0__inguinal",1.0,91483,99.93,"Non-cancer illness code, self-reported | Array 0__inguinal < 0.31"
"Non-cancer illness code, self-reported | Array 0 gastric",0.0,0.0,-0.017,-0.017,1,0.00019,"Non-cancer illness code, self-reported | Array 0__gastric",1.01,90433,99.3,"Non-cancer illness code, self-reported | Array 0__gastric < 0.13"
"Non-cancer illness code, self-reported | Array 0 gall stones",0.0,0.02339,-0.007,-0.007,1,3e-05,"Non-cancer illness code, self-reported | Array 0__gall stones",1.0,91318,99.83,"Non-cancer illness code, self-reported | Array 0__gall stones < 0.22"
"Non-cancer illness code, self-reported | Array 0 hayfever",0.0,0.0,-0.02,-0.02,1,0.00025,"Non-cancer illness code, self-reported | Array 0__hayfever",1.01,90536,99.5,"Non-cancer illness code, self-reported | Array 0__hayfever < 0.22"
"Non-cancer illness code, self-reported | Array 0 fracture wrist",0.0,0.19478,-0.004,-0.004,1,1e-05,"Non-cancer illness code, self-reported | Array 0__fracture wrist",1.0,91558,99.99,"Non-cancer illness code, self-reported | Array 0__fracture wrist < 0.19"
"Non-cancer illness code, self-reported | Array 0 fracture lower",0.0,0.1229,-0.005,-0.005,1,2e-05,"Non-cancer illness code, self-reported | Array 0__fracture lower",1.0,91536,99.98,"Non-cancer illness code, self-reported | Array 0__fracture lower < 0.20"
"Non-cancer illness code, self-reported | Array 0 gord",0.0,0.0,-0.016,-0.016,1,0.00016,"Non-cancer illness code, self-reported | Array 0__gord",1.01,90635,99.45,"Non-cancer illness code, self-reported | Array 0__gord < 0.14"
"Non-cancer illness code, self-reported | Array 0 glaucoma",0.0,0.00495,-0.009,-0.009,1,5e-05,"Non-cancer illness code, self-reported | Array 0__glaucoma",1.0,91167,99.73,"Non-cancer illness code, self-reported | Array 0__glaucoma < 0.50"
"Non-cancer illness code, self-reported | Array 0 gestational",0.0,0.18304,-0.004,-0.004,1,2e-05,"Non-cancer illness code, self-reported | Array 0__gestational",1.0,91521,99.96,"Non-cancer illness code, self-reported | Array 0__gestational < 0.20"
"Non-cancer illness code, self-reported | Array 0 gastro oesophageal",0.0,0.0,-0.016,-0.016,1,0.00016,"Non-cancer illness code, self-reported | Array 0__gastro oesophageal",1.01,90635,99.45,"Non-cancer illness code, self-reported | Array 0__gastro oesophageal < 0.14"
"Non-cancer illness code, self-reported | Array 0 gastro",0.0,0.0,-0.016,-0.016,1,0.00016,"Non-cancer illness code, self-reported | Array 0__gastro",1.01,90635,99.45,"Non-cancer illness code, self-reported | Array 0__gastro < 0.14"
"Non-cancer illness code, self-reported | Array 0 gastric reflux",0.0,0.0,-0.016,-0.016,1,0.00016,"Non-cancer illness code, self-reported | Array 0__gastric reflux",1.01,90635,99.45,"Non-cancer illness code, self-reported | Array 0__gastric reflux < 0.14"
"Non-cancer illness code, self-reported | Array 0 hayfever allergic",0.0,0.0,-0.02,-0.02,1,0.00025,"Non-cancer illness code, self-reported | Array 0__hayfever allergic",1.01,90536,99.5,"Non-cancer illness code, self-reported | Array 0__hayfever allergic < 0.22"
"Non-cancer illness code, self-reported | Array 0 gall",0.0,0.02698,-0.007,-0.007,1,3e-05,"Non-cancer illness code, self-reported | Array 0__gall",1.0,91307,99.81,"Non-cancer illness code, self-reported | Array 0__gall < 0.22"
"Non-cancer illness code, self-reported | Array 0 disc slipped",0.0,0.04772,-0.007,-0.007,1,2e-05,"Non-cancer illness code, self-reported | Array 0__disc slipped",1.0,91180,99.68,"Non-cancer illness code, self-reported | Array 0__disc slipped < 0.17"
"Non-cancer illness code, self-reported | Array 0 diabetes",0.0,0.01376,-0.009,-0.009,1,8e-05,"Non-cancer illness code, self-reported | Array 0__diabetes",1.0,89643,98.29,"Non-cancer illness code, self-reported | Array 0__diabetes < 0.22"
"Non-cancer illness code, self-reported | Array 0 detachment",0.0,0.13587,-0.005,-0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 0__detachment",1.0,91510,99.96,"Non-cancer illness code, self-reported | Array 0__detachment < 0.29"
"Non-cancer illness code, self-reported | Array 0 bowel syndrome",0.0,0.00863,-0.009,-0.009,1,4e-05,"Non-cancer illness code, self-reported | Array 0__bowel syndrome",1.0,91231,99.77,"Non-cancer illness code, self-reported | Array 0__bowel syndrome < 0.23"
"Non-cancer illness code, self-reported | Array 0 bowel",0.0,0.02559,-0.008,-0.008,1,7e-05,"Non-cancer illness code, self-reported | Array 0__bowel",1.0,91202,99.74,"Non-cancer illness code, self-reported | Array 0__bowel < 0.22"
"Non-cancer illness code, self-reported | Array 0 bladder problem",0.0,0.03701,-0.007,-0.007,1,3e-05,"Non-cancer illness code, self-reported | Array 0__bladder problem",1.0,91501,99.97,"Non-cancer illness code, self-reported | Array 0__bladder problem < 0.26"
"Non-cancer illness code, self-reported | Array 0 bronchitis",0.0,0.02435,-0.008,-0.008,1,3e-05,"Non-cancer illness code, self-reported | Array 0__bronchitis",1.0,90720,99.28,"Non-cancer illness code, self-reported | Array 0__bronchitis < 0.22"
"Non-cancer illness code, self-reported | Array 0 essential",0.0,0.02339,0.007,0.007,1,3e-05,"Non-cancer illness code, self-reported | Array 0__essential",1.0,91265,99.51,"Non-cancer illness code, self-reported | Array 0__essential < 0.67"
"Non-cancer illness code, self-reported | Array 0 breast",0.0,0.12211,-0.005,-0.005,1,4e-05,"Non-cancer illness code, self-reported | Array 0__breast",1.0,91542,99.99,"Non-cancer illness code, self-reported | Array 0__breast < 0.71"
"Non-cancer illness code, self-reported | Array 0 cholelithiasis",0.0,0.02339,-0.007,-0.007,1,3e-05,"Non-cancer illness code, self-reported | Array 0__cholelithiasis",1.0,91318,99.83,"Non-cancer illness code, self-reported | Array 0__cholelithiasis < 0.22"
"Non-cancer illness code, self-reported | Array 0 chickenpox",0.0,0.05547,-0.006,-0.006,1,4e-05,"Non-cancer illness code, self-reported | Array 0__chickenpox",1.0,91557,100.0,"Non-cancer illness code, self-reported | Array 0__chickenpox < 0.50"
"Non-cancer illness code, self-reported | Array 0 cervical",0.0,0.15168,-0.004,-0.004,1,3e-05,"Non-cancer illness code, self-reported | Array 0__cervical",1.0,91459,99.91,"Non-cancer illness code, self-reported | Array 0__cervical < 0.53"
"Non-cancer illness code, self-reported | Array 0 cause",0.0,0.06785,-0.006,-0.006,1,3e-05,"Non-cancer illness code, self-reported | Array 0__cause",1.0,91560,100.0,"Non-cancer illness code, self-reported | Array 0__cause < 0.29"
"Non-cancer illness code, self-reported | Array 0 cataract",0.0,0.02243,-0.008,-0.008,1,3e-05,"Non-cancer illness code, self-reported | Array 0__cataract",1.0,91194,99.72,"Non-cancer illness code, self-reported | Array 0__cataract < 0.50"
"Non-cancer illness code, self-reported | Array 0 cardiomyopathy",0.0,0.00269,0.01,0.01,1,4e-05,"Non-cancer illness code, self-reported | Array 0__cardiomyopathy",1.0,91554,99.9,"Non-cancer illness code, self-reported | Array 0__cardiomyopathy < 0.50"
"Non-cancer illness code, self-reported | Array 0 coeliac",0.0,0.15134,-0.005,-0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 0__coeliac",1.0,91512,99.96,"Non-cancer illness code, self-reported | Array 0__coeliac < 0.24"
"Non-cancer illness code, self-reported | Array 0 chronic fatigue",0.0,0.09287,-0.006,-0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 0__chronic fatigue",1.0,91503,99.96,"Non-cancer illness code, self-reported | Array 0__chronic fatigue < 0.25"
"Non-cancer illness code, self-reported | Array 0 epilepsy",0.0,0.12247,-0.005,-0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 0__epilepsy",1.0,91313,99.78,"Non-cancer illness code, self-reported | Array 0__epilepsy < 0.50"
"Non-cancer illness code, self-reported | Array 0 enlarged prostate",0.0,0.00038,-0.012,-0.012,1,8e-05,"Non-cancer illness code, self-reported | Array 0__enlarged prostate",1.0,90889,99.54,"Non-cancer illness code, self-reported | Array 0__enlarged prostate < 0.29"
"Non-cancer illness code, self-reported | Array 0 food",0.0,0.11369,-0.005,-0.005,1,2e-05,"Non-cancer illness code, self-reported | Array 0__food",1.0,91535,99.98,"Non-cancer illness code, self-reported | Array 0__food < 0.21"
"Non-cancer illness code, self-reported | Array 0 fibroids",0.0,0.0246,-0.007,-0.007,1,4e-05,"Non-cancer illness code, self-reported | Array 0__fibroids",1.0,91479,99.96,"Non-cancer illness code, self-reported | Array 0__fibroids < 0.29"
"Non-cancer illness code, self-reported | Array 0 fibrillation",0.0,0.02883,0.007,0.007,1,2e-05,"Non-cancer illness code, self-reported | Array 0__fibrillation",1.0,91276,99.53,"Non-cancer illness code, self-reported | Array 0__fibrillation < 0.29"
"Non-cancer illness code, self-reported | Array 0 fever",0.0,0.07298,-0.006,-0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 0__fever",1.0,91458,99.92,"Non-cancer illness code, self-reported | Array 0__fever < 0.28"
"Non-cancer illness code, self-reported | Array 0 fatigue syndrome",0.0,0.09287,-0.006,-0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 0__fatigue syndrome",1.0,91503,99.96,"Non-cancer illness code, self-reported | Array 0__fatigue syndrome < 0.25"
"Non-cancer illness code, self-reported | Array 0 fatigue",0.0,0.09287,-0.006,-0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 0__fatigue",1.0,91503,99.96,"Non-cancer illness code, self-reported | Array 0__fatigue < 0.25"
"Non-cancer illness code, self-reported | Array 0 failure",0.0,0.00013,0.012,0.012,1,8e-05,"Non-cancer illness code, self-reported | Array 0__failure",1.0,91551,99.88,"Non-cancer illness code, self-reported | Array 0__failure < 0.63"
"Non-cancer illness code, self-reported | Array 0 eyelid problem",0.0,0.12528,-0.005,-0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 0__eyelid problem",1.0,91457,99.91,"Non-cancer illness code, self-reported | Array 0__eyelid problem < 0.24"
"Non-cancer illness code, self-reported | Array 0 colon adenoma",0.0,0.00921,-0.009,-0.009,1,7e-05,"Non-cancer illness code, self-reported | Array 0__colon adenoma",1.0,91529,100.0,"Non-cancer illness code, self-reported | Array 0__colon adenoma < 0.19"
"Non-cancer illness code, self-reported | Array 0 colon",0.0,0.00921,-0.009,-0.009,1,7e-05,"Non-cancer illness code, self-reported | Array 0__colon",1.0,91529,100.0,"Non-cancer illness code, self-reported | Array 0__colon < 0.19"
"Non-cancer illness code, self-reported | Array 0 colles fracture",0.0,0.19478,-0.004,-0.004,1,1e-05,"Non-cancer illness code, self-reported | Array 0__colles fracture",1.0,91558,99.99,"Non-cancer illness code, self-reported | Array 0__colles fracture < 0.19"
"Non-cancer illness code, self-reported | Array 0 colles",0.0,0.19478,-0.004,-0.004,1,1e-05,"Non-cancer illness code, self-reported | Array 0__colles",1.0,91558,99.99,"Non-cancer illness code, self-reported | Array 0__colles < 0.19"
"Non-cancer illness code, self-reported | Array 0 deficiency",0.0,0.08746,-0.006,-0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 0__deficiency",1.0,91546,99.99,"Non-cancer illness code, self-reported | Array 0__deficiency < 0.23"
"Non-cancer illness code, self-reported | Array 0 colitis",0.0,0.04534,-0.007,-0.007,1,3e-05,"Non-cancer illness code, self-reported | Array 0__colitis",1.0,91299,99.79,"Non-cancer illness code, self-reported | Array 0__colitis < 0.29"
"Non-cancer illness code, self-reported | Array 0 coeliac disease",0.0,0.15134,-0.005,-0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 0__coeliac disease",1.0,91512,99.96,"Non-cancer illness code, self-reported | Array 0__coeliac disease < 0.24"
