name,feature_importance,p_val,corr,corr_kendal,support,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Target % Covered,F.Split-Feature Split
"Non-cancer illness code, self-reported | Array 5 disorder",0.0,0.00772,0.007,0.007,189607,0.00017,"Non-cancer illness code, self-reported | Array 5__disorder",1.4,205,0.15,"0.19 <= Non-cancer illness code, self-reported | Array 5__disorder < 0.57"
"Non-cancer illness code, self-reported | Array 5 diverticular",0.0,0.00713,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 5__diverticular",1.79,117,0.11,"Non-cancer illness code, self-reported | Array 5__diverticular >= 0.23"
"Non-cancer illness code, self-reported | Array 5 diverticular disease",0.0,0.00713,0.006,0.006,189607,8e-05,"Non-cancer illness code, self-reported | Array 5__diverticular disease",1.79,117,0.11,"Non-cancer illness code, self-reported | Array 5__diverticular disease >= 0.23"
"Non-cancer illness code, self-reported | Array 5 cholesterol",0.0,0.00141,0.007,0.007,189607,0.00088,"Non-cancer illness code, self-reported | Array 5__cholesterol",1.31,1068,0.74,"Non-cancer illness code, self-reported | Array 5__cholesterol >= 0.29"
"Non-cancer illness code, self-reported | Array 5 asthma",0.0,0.00873,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 5__asthma",1.0,189563,99.95,"Non-cancer illness code, self-reported | Array 5__asthma < 0.50"
"Non-cancer illness code, self-reported | Array 5 bladder",0.0,0.04062,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 5__bladder",1.56,99,0.08,"Non-cancer illness code, self-reported | Array 5__bladder >= 0.34"
"Non-cancer illness code, self-reported | Array 5 bladder problem",0.0,0.05029,0.004,0.004,189607,0.0,"Non-cancer illness code, self-reported | Array 5__bladder problem",1.0,189513,99.92,"Non-cancer illness code, self-reported | Array 5__bladder problem < 0.24"
"Non-cancer illness code, self-reported | Array 5 bowel",0.0,1e-05,0.01,0.01,189607,0.00027,"Non-cancer illness code, self-reported | Array 5__bowel",1.92,223,0.23,"Non-cancer illness code, self-reported | Array 5__bowel >= 0.22"
"Non-cancer illness code, self-reported | Array 5 bowel syndrome",0.0,3e-05,0.01,0.01,189607,0.0,"Non-cancer illness code, self-reported | Array 5__bowel syndrome",1.9,214,0.21,"Non-cancer illness code, self-reported | Array 5__bowel syndrome >= 0.23"
"Non-cancer illness code, self-reported | Array 6 depression",0.0,0.00076,0.008,0.008,189607,0.0,"Non-cancer illness code, self-reported | Array 6__depression",1.61,315,0.27,"Non-cancer illness code, self-reported | Array 6__depression >= 0.35"
"Non-cancer illness code, self-reported | Array 6 cholelithiasis",0.0,0.00083,0.008,0.008,189607,0.0,"Non-cancer illness code, self-reported | Array 6__cholelithiasis",2.08,95,0.1,"Non-cancer illness code, self-reported | Array 6__cholelithiasis >= 0.22"
"Non-cancer illness code, self-reported | Array 6 cholelithiasis gall",0.0,0.00083,0.008,0.008,189607,0.0005,"Non-cancer illness code, self-reported | Array 6__cholelithiasis gall",2.08,95,0.1,"Non-cancer illness code, self-reported | Array 6__cholelithiasis gall >= 0.22"
"Non-cancer illness code, self-reported | Array 6 cholesterol",0.0,0.00612,0.006,0.006,189607,0.00112,"Non-cancer illness code, self-reported | Array 6__cholesterol",1.36,583,0.42,"Non-cancer illness code, self-reported | Array 6__cholesterol >= 0.29"
"Non-cancer illness code, self-reported | Array 6 deficiency",0.0,0.00417,0.007,0.007,189607,2e-05,"Non-cancer illness code, self-reported | Array 6__deficiency",1.0,189566,99.95,"Non-cancer illness code, self-reported | Array 6__deficiency < 0.23"
"Non-cancer illness code, self-reported | Array 6 deficiency anaemia",0.0,0.00417,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 6__deficiency anaemia",1.0,189566,99.95,"Non-cancer illness code, self-reported | Array 6__deficiency anaemia < 0.23"
"Non-cancer illness code, self-reported | Array 6 dermatitis",0.0,0.00207,0.007,0.007,189607,0.00111,"Non-cancer illness code, self-reported | Array 6__dermatitis",1.88,123,0.12,"Non-cancer illness code, self-reported | Array 6__dermatitis >= 0.29"
"Non-cancer illness code, self-reported | Array 6 eczema dermatitis",0.0,0.00207,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 6__eczema dermatitis",1.88,123,0.12,"Non-cancer illness code, self-reported | Array 6__eczema dermatitis >= 0.29"
"Non-cancer illness code, self-reported | Array 6 disc",0.0,0.00021,0.009,0.009,189607,0.00061,"Non-cancer illness code, self-reported | Array 6__disc",1.0,189515,99.89,"Non-cancer illness code, self-reported | Array 6__disc < 0.33"
"Non-cancer illness code, self-reported | Array 6 disc slipped",0.0,0.00029,0.008,0.008,189607,0.0,"Non-cancer illness code, self-reported | Array 6__disc slipped",1.0,189531,99.91,"Non-cancer illness code, self-reported | Array 6__disc slipped < 0.17"
"Non-cancer illness code, self-reported | Array 6 disease",0.0,0.00707,0.006,0.006,189607,0.00045,"Non-cancer illness code, self-reported | Array 6__disease",1.32,100,0.07,"0.21 <= Non-cancer illness code, self-reported | Array 6__disease < 0.53"
"Non-cancer illness code, self-reported | Array 6 cataract",0.0,0.00123,0.007,0.007,189607,0.00019,"Non-cancer illness code, self-reported | Array 6__cataract",1.0,189564,99.94,"Non-cancer illness code, self-reported | Array 6__cataract < 0.50"
"Non-cancer illness code, self-reported | Array 6 allergy hypersensitivity",0.0,0.00417,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 6__allergy hypersensitivity",1.0,189566,99.95,"Non-cancer illness code, self-reported | Array 6__allergy hypersensitivity < 0.23"
"Non-cancer illness code, self-reported | Array 6 anaemia",0.0,0.0,0.011,0.011,189607,0.0,"Non-cancer illness code, self-reported | Array 6__anaemia",1.0,189531,99.89,"Non-cancer illness code, self-reported | Array 6__anaemia < 0.21"
"Non-cancer illness code, self-reported | Array 6 anaphylactic",0.0,0.04008,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 6__anaphylactic",1.0,189473,99.89,"Non-cancer illness code, self-reported | Array 6__anaphylactic < 0.18"
"Non-cancer illness code, self-reported | Array 6 anaphylactic reaction",0.0,0.04008,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 6__anaphylactic reaction",1.0,189473,99.89,"Non-cancer illness code, self-reported | Array 6__anaphylactic reaction < 0.18"
"Non-cancer illness code, self-reported | Array 6 anaphylaxis",0.0,0.00417,0.007,0.007,189607,0.00098,"Non-cancer illness code, self-reported | Array 6__anaphylaxis",1.0,189566,99.95,"Non-cancer illness code, self-reported | Array 6__anaphylaxis < 0.23"
"Non-cancer illness code, self-reported | Array 6 arthritis",0.0,0.00333,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 6__arthritis",1.0,189465,99.88,"Non-cancer illness code, self-reported | Array 6__arthritis < 0.21"
"Non-cancer illness code, self-reported | Array 6 bladder",0.0,0.03889,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 6__bladder",1.0,189519,99.91,"Non-cancer illness code, self-reported | Array 6__bladder < 0.11"
"Non-cancer illness code, self-reported | Array 6 bladder stone",0.0,5e-05,0.009,0.009,189607,0.00044,"Non-cancer illness code, self-reported | Array 6__bladder stone",1.0,189567,99.94,"Non-cancer illness code, self-reported | Array 6__bladder stone < 0.12"
"Non-cancer illness code, self-reported | Array 6 eczema",0.0,0.00207,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 6__eczema",1.88,123,0.12,"Non-cancer illness code, self-reported | Array 6__eczema >= 0.29"
"Non-cancer illness code, self-reported | Array 6 kidney",0.0,0.0136,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 6__kidney",1.0,189484,99.88,"Non-cancer illness code, self-reported | Array 6__kidney < 0.11"
"Non-cancer illness code, self-reported | Array 6 hypothyroidism myxoedema",0.0,0.00508,0.006,0.006,189607,0.00141,"Non-cancer illness code, self-reported | Array 6__hypothyroidism myxoedema",1.78,130,0.12,"Non-cancer illness code, self-reported | Array 6__hypothyroidism myxoedema >= 0.29"
"Non-cancer illness code, self-reported | Array 6 iron",0.0,0.00417,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 6__iron",1.0,189566,99.95,"Non-cancer illness code, self-reported | Array 6__iron < 0.23"
"Non-cancer illness code, self-reported | Array 6 iron deficiency",0.0,0.00417,0.007,0.007,189607,0.00066,"Non-cancer illness code, self-reported | Array 6__iron deficiency",1.0,189566,99.95,"Non-cancer illness code, self-reported | Array 6__iron deficiency < 0.23"
"Non-cancer illness code, self-reported | Array 6 kidney stone",0.0,5e-05,0.009,0.009,189607,0.0,"Non-cancer illness code, self-reported | Array 6__kidney stone",1.0,189567,99.94,"Non-cancer illness code, self-reported | Array 6__kidney stone < 0.12"
"Non-cancer illness code, self-reported | Array 6 myxoedema",0.0,0.00508,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 6__myxoedema",1.78,130,0.12,"Non-cancer illness code, self-reported | Array 6__myxoedema >= 0.29"
"Non-cancer illness code, self-reported | Array 6 nerve",0.0,0.02834,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 6__nerve",1.0,189578,99.97,"Non-cancer illness code, self-reported | Array 6__nerve < 0.90"
"Non-cancer illness code, self-reported | Array 6 osteoarthritis",0.0,0.0,0.011,0.011,189607,0.0009,"Non-cancer illness code, self-reported | Array 6__osteoarthritis",1.86,332,0.32,"Non-cancer illness code, self-reported | Array 6__osteoarthritis >= 0.50"
"Non-cancer illness code, self-reported | Array 6 hypothyroidism",0.0,0.00508,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 6__hypothyroidism",1.78,130,0.12,"Non-cancer illness code, self-reported | Array 6__hypothyroidism >= 0.29"
"Non-cancer illness code, self-reported | Array 6 hypersensitivity anaphylaxis",0.0,0.00417,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 6__hypersensitivity anaphylaxis",1.0,189566,99.95,"Non-cancer illness code, self-reported | Array 6__hypersensitivity anaphylaxis < 0.23"
"Non-cancer illness code, self-reported | Array 6 hypersensitivity",0.0,0.00417,0.007,0.007,189607,0.00177,"Non-cancer illness code, self-reported | Array 6__hypersensitivity",1.0,189566,99.95,"Non-cancer illness code, self-reported | Array 6__hypersensitivity < 0.23"
"Non-cancer illness code, self-reported | Array 6 gall",0.0,0.00025,0.008,0.008,189607,0.00019,"Non-cancer illness code, self-reported | Array 6__gall",2.15,97,0.11,"Non-cancer illness code, self-reported | Array 6__gall >= 0.22"
"Non-cancer illness code, self-reported | Array 6 gall stones",0.0,0.00083,0.008,0.008,189607,0.00112,"Non-cancer illness code, self-reported | Array 6__gall stones",2.08,95,0.1,"Non-cancer illness code, self-reported | Array 6__gall stones >= 0.22"
"Non-cancer illness code, self-reported | Array 6 hayfever",0.0,0.00683,0.006,0.006,189607,0.00088,"Non-cancer illness code, self-reported | Array 6__hayfever",1.59,207,0.17,"Non-cancer illness code, self-reported | Array 6__hayfever >= 0.22"
"Non-cancer illness code, self-reported | Array 6 hayfever allergic",0.0,0.00683,0.006,0.006,189607,0.0006,"Non-cancer illness code, self-reported | Array 6__hayfever allergic",1.59,207,0.17,"Non-cancer illness code, self-reported | Array 6__hayfever allergic >= 0.22"
"Non-cancer illness code, self-reported | Array 6 headaches",0.0,0.00284,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 6__headaches",1.0,189561,99.94,"Non-cancer illness code, self-reported | Array 6__headaches < 0.30"
"Non-cancer illness code, self-reported | Array 6 headaches migraine",0.0,0.00284,0.007,0.007,189607,0.0011,"Non-cancer illness code, self-reported | Array 6__headaches migraine",1.0,189561,99.94,"Non-cancer illness code, self-reported | Array 6__headaches migraine < 0.30"
"Non-cancer illness code, self-reported | Array 6 high",0.0,0.00612,0.006,0.006,189607,0.0009,"Non-cancer illness code, self-reported | Array 6__high",1.36,583,0.42,"Non-cancer illness code, self-reported | Array 6__high >= 0.29"
"Non-cancer illness code, self-reported | Array 6 high cholesterol",0.0,0.00612,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 6__high cholesterol",1.36,583,0.42,"Non-cancer illness code, self-reported | Array 6__high cholesterol >= 0.29"
"Non-cancer illness code, self-reported | Array 5 diverticulitis",0.0,0.00713,0.006,0.006,189607,0.00058,"Non-cancer illness code, self-reported | Array 5__diverticulitis",1.79,117,0.11,"Non-cancer illness code, self-reported | Array 5__diverticulitis >= 0.23"
Illnesses of siblings_4_Heart disease,0.0,0.00174,0.007,0.007,189607,9e-05,Illnesses of siblings_4_Heart disease,1.45,486,0.37,Illnesses of siblings_4_Heart disease >= 0.50
"Non-cancer illness code, self-reported | Array 5 tract",0.0,0.03573,0.005,0.005,189607,0.00016,"Non-cancer illness code, self-reported | Array 5__tract",1.0,189548,99.94,"Non-cancer illness code, self-reported | Array 5__tract < 0.16"
"Non-cancer illness code, self-reported | Array 5 tract infection",0.0,0.03573,0.005,0.005,189607,0.00019,"Non-cancer illness code, self-reported | Array 5__tract infection",1.0,189548,99.94,"Non-cancer illness code, self-reported | Array 5__tract infection < 0.16"
"Non-cancer illness code, self-reported | Array 5 unclassifiable",0.0,0.0,0.011,0.011,189607,0.0,"Non-cancer illness code, self-reported | Array 5__unclassifiable",1.58,619,0.52,"Non-cancer illness code, self-reported | Array 5__unclassifiable >= 0.50"
"Non-cancer illness code, self-reported | Array 5 urinary",0.0,0.01045,0.006,0.006,189607,0.00051,"Non-cancer illness code, self-reported | Array 5__urinary",1.0,189474,99.88,"Non-cancer illness code, self-reported | Array 5__urinary < 0.14"
"Non-cancer illness code, self-reported | Array 5 urinary tract",0.0,0.03573,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 5__urinary tract",1.0,189548,99.94,"Non-cancer illness code, self-reported | Array 5__urinary tract < 0.16"
"Non-cancer illness code, self-reported | Array 5 valve problem",0.0,0.05017,0.004,0.004,189607,0.0,"Non-cancer illness code, self-reported | Array 5__valve problem",1.0,189561,99.95,"Non-cancer illness code, self-reported | Array 5__valve problem < 0.16"
"Non-cancer illness code, self-reported | Array 5 tissue problem",0.0,0.02204,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 5__tissue problem",1.0,189536,99.93,"Non-cancer illness code, self-reported | Array 5__tissue problem < 0.21"
"Non-cancer illness code, self-reported | Array 5 tissue",0.0,0.05573,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 5__tissue",1.22,108,0.07,"0.18 <= Non-cancer illness code, self-reported | Array 5__tissue < 0.37"
"Non-cancer illness code, self-reported | Array 5 rheumatoid",0.0,0.02204,0.005,0.005,189607,0.00067,"Non-cancer illness code, self-reported | Array 5__rheumatoid",1.0,189536,99.93,"Non-cancer illness code, self-reported | Array 5__rheumatoid < 0.30"
"Non-cancer illness code, self-reported | Array 5 rheumatoid arthritis",0.0,0.02204,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 5__rheumatoid arthritis",1.0,189536,99.93,"Non-cancer illness code, self-reported | Array 5__rheumatoid arthritis < 0.30"
"Non-cancer illness code, self-reported | Array 5 soft",0.0,0.02982,0.005,0.005,189607,0.00027,"Non-cancer illness code, self-reported | Array 5__soft",1.22,108,0.07,"0.19 <= Non-cancer illness code, self-reported | Array 5__soft < 0.37"
"Non-cancer illness code, self-reported | Array 5 soft tissue",0.0,0.02982,0.005,0.005,189607,0.00077,"Non-cancer illness code, self-reported | Array 5__soft tissue",1.22,108,0.07,"0.19 <= Non-cancer illness code, self-reported | Array 5__soft tissue < 0.37"
"Non-cancer illness code, self-reported | Array 5 spondylitis",0.0,0.02859,0.003,0.003,189607,0.0,"Non-cancer illness code, self-reported | Array 5__spondylitis",1.33,116,0.08,"Non-cancer illness code, self-reported | Array 5__spondylitis >= 0.22"
"Non-cancer illness code, self-reported | Array 5 syndrome",0.0,0.00814,0.007,0.007,189607,0.00019,"Non-cancer illness code, self-reported | Array 5__syndrome",1.9,214,0.21,"0.40 <= Non-cancer illness code, self-reported | Array 5__syndrome < 0.54"
Mental health conditions ever diagnosed by a professional group depression,0.0,0.00314,0.008,0.008,189607,0.00026,Mental health conditions ever diagnosed by a professional__group depression,1.41,1079,0.8,0.09 <= Mental health conditions ever diagnosed by a professional__group depression < 0.16
Mental health conditions ever diagnosed by a professional agoraphobia,0.0,0.05924,0.007,0.007,189607,0.0,Mental health conditions ever diagnosed by a professional__agoraphobia,1.71,116,0.1,0.27 <= Mental health conditions ever diagnosed by a professional__agoraphobia < 0.68
Mental health conditions ever diagnosed by a professional group mania,0.0,0.01842,-0.005,-0.005,189607,0.0,Mental health conditions ever diagnosed by a professional__group mania,1.0,189501,99.99,Mental health conditions ever diagnosed by a professional__group mania < 0.22
Mental health conditions ever diagnosed by a professional group panic,0.0,0.02892,-0.005,-0.005,189607,0.00054,Mental health conditions ever diagnosed by a professional__group panic,1.0,189102,99.82,Mental health conditions ever diagnosed by a professional__group panic < 0.29
Mental health conditions ever diagnosed by a professional depression anxiety,0.0,0.03014,0.006,0.006,189607,0.00024,Mental health conditions ever diagnosed by a professional__depression anxiety,1.37,635,0.46,0.13 <= Mental health conditions ever diagnosed by a professional__depression anxiety < 0.19
Mental health conditions ever diagnosed by a professional depression obsessive,0.0,0.00596,0.006,0.006,189607,0.00039,Mental health conditions ever diagnosed by a professional__depression obsessive,1.0,189431,99.85,Mental health conditions ever diagnosed by a professional__depression obsessive < 0.07
Mental health conditions ever diagnosed by a professional depression panic,0.0,0.00837,0.006,0.006,189607,0.0,Mental health conditions ever diagnosed by a professional__depression panic,1.54,278,0.23,Mental health conditions ever diagnosed by a professional__depression panic >= 0.40
"Non-cancer illness code, self-reported | Array 5 reflux gord",0.0,0.0039,0.007,0.007,189607,0.00033,"Non-cancer illness code, self-reported | Array 5__reflux gord",1.41,491,0.37,"Non-cancer illness code, self-reported | Array 5__reflux gord >= 0.14"
"Non-cancer illness code, self-reported | Array 5 gord gastric",0.0,0.0039,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 5__gord gastric",1.41,491,0.37,"Non-cancer illness code, self-reported | Array 5__gord gastric >= 0.14"
"Non-cancer illness code, self-reported | Array 5 heart",0.0,0.00604,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 5__heart",1.0,189448,99.86,"Non-cancer illness code, self-reported | Array 5__heart < 0.26"
"Non-cancer illness code, self-reported | Array 5 heart murmur",0.0,0.05017,0.004,0.004,189607,0.0,"Non-cancer illness code, self-reported | Array 5__heart murmur",1.0,189561,99.95,"Non-cancer illness code, self-reported | Array 5__heart murmur < 0.16"
"Non-cancer illness code, self-reported | Array 5 heart valve",0.0,0.05017,0.004,0.004,189607,0.0,"Non-cancer illness code, self-reported | Array 5__heart valve",1.0,189561,99.95,"Non-cancer illness code, self-reported | Array 5__heart valve < 0.16"
"Non-cancer illness code, self-reported | Array 5 infection kidney",0.0,0.03573,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 5__infection kidney",1.0,189548,99.94,"Non-cancer illness code, self-reported | Array 5__infection kidney < 0.16"
"Non-cancer illness code, self-reported | Array 5 hernia",0.0,2e-05,0.009,0.009,189607,0.00048,"Non-cancer illness code, self-reported | Array 5__hernia",1.68,242,0.21,"0.52 <= Non-cancer illness code, self-reported | Array 5__hernia < 0.78"
"Non-cancer illness code, self-reported | Array 5 hiatus",0.0,0.00079,0.008,0.008,189607,0.0,"Non-cancer illness code, self-reported | Array 5__hiatus",1.68,242,0.21,"Non-cancer illness code, self-reported | Array 5__hiatus >= 0.29"
"Non-cancer illness code, self-reported | Array 5 hiatus hernia",0.0,0.00079,0.008,0.008,189607,0.0,"Non-cancer illness code, self-reported | Array 5__hiatus hernia",1.68,242,0.21,"Non-cancer illness code, self-reported | Array 5__hiatus hernia >= 0.29"
"Non-cancer illness code, self-reported | Array 5 high",0.0,0.00141,0.007,0.007,189607,0.00072,"Non-cancer illness code, self-reported | Array 5__high",1.31,1068,0.74,"Non-cancer illness code, self-reported | Array 5__high >= 0.29"
"Non-cancer illness code, self-reported | Array 5 high cholesterol",0.0,0.00141,0.007,0.007,189607,0.00012,"Non-cancer illness code, self-reported | Array 5__high cholesterol",1.31,1068,0.74,"Non-cancer illness code, self-reported | Array 5__high cholesterol >= 0.29"
"Non-cancer illness code, self-reported | Array 5 gord",0.0,0.0039,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 5__gord",1.41,491,0.37,"Non-cancer illness code, self-reported | Array 5__gord >= 0.14"
"Non-cancer illness code, self-reported | Array 5 gastro oesophageal",0.0,0.0039,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 5__gastro oesophageal",1.41,491,0.37,"Non-cancer illness code, self-reported | Array 5__gastro oesophageal >= 0.14"
"Non-cancer illness code, self-reported | Array 5 gastro",0.0,0.0039,0.007,0.007,189607,0.00084,"Non-cancer illness code, self-reported | Array 5__gastro",1.41,491,0.37,"Non-cancer illness code, self-reported | Array 5__gastro >= 0.14"
"Non-cancer illness code, self-reported | Array 5 gastric reflux",0.0,0.0039,0.007,0.007,189607,0.00013,"Non-cancer illness code, self-reported | Array 5__gastric reflux",1.41,491,0.37,"Non-cancer illness code, self-reported | Array 5__gastric reflux >= 0.14"
"Non-cancer illness code, self-reported | Array 5 endometriosis",0.0,0.01118,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 5__endometriosis",1.0,189533,99.92,"Non-cancer illness code, self-reported | Array 5__endometriosis < 0.50"
"Non-cancer illness code, self-reported | Array 5 eye",0.0,0.02039,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 5__eye",1.0,189475,99.88,"Non-cancer illness code, self-reported | Array 5__eye < 0.22"
"Non-cancer illness code, self-reported | Array 5 eye eyelid",0.0,0.0103,0.006,0.006,189607,9e-05,"Non-cancer illness code, self-reported | Array 5__eye eyelid",1.0,189526,99.92,"Non-cancer illness code, self-reported | Array 5__eye eyelid < 0.24"
"Non-cancer illness code, self-reported | Array 5 eyelid",0.0,0.02061,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 5__eyelid",1.0,189523,99.92,"Non-cancer illness code, self-reported | Array 5__eyelid < 0.24"
"Non-cancer illness code, self-reported | Array 5 eyelid problem",0.0,0.0103,0.006,0.006,189607,0.00013,"Non-cancer illness code, self-reported | Array 5__eyelid problem",1.0,189526,99.92,"Non-cancer illness code, self-reported | Array 5__eyelid problem < 0.24"
"Non-cancer illness code, self-reported | Array 5 failure",0.0,0.01275,0.005,0.005,189607,0.00054,"Non-cancer illness code, self-reported | Array 5__failure",1.0,189558,99.95,"Non-cancer illness code, self-reported | Array 5__failure < 0.26"
"Non-cancer illness code, self-reported | Array 5 food",0.0,0.03606,0.004,0.004,189607,0.00097,"Non-cancer illness code, self-reported | Array 5__food",1.0,189552,99.95,"Non-cancer illness code, self-reported | Array 5__food < 0.21"
"Non-cancer illness code, self-reported | Array 5 gastric",0.0,0.00116,0.007,0.007,189607,0.00038,"Non-cancer illness code, self-reported | Array 5__gastric",1.41,491,0.37,"0.14 <= Non-cancer illness code, self-reported | Array 5__gastric < 0.32"
"Non-cancer illness code, self-reported | Array 5 infection",0.0,0.00254,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 5__infection",1.0,189532,99.92,"Non-cancer illness code, self-reported | Array 5__infection < 0.30"
"Non-cancer illness code, self-reported | Array 5 reflux",0.0,0.0039,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 5__reflux",1.41,491,0.37,"Non-cancer illness code, self-reported | Array 5__reflux >= 0.28"
"Non-cancer illness code, self-reported | Array 5 oesophageal reflux",0.0,0.0039,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 5__oesophageal reflux",1.41,491,0.37,"Non-cancer illness code, self-reported | Array 5__oesophageal reflux >= 0.14"
"Non-cancer illness code, self-reported | Array 5 polyps",0.0,0.0168,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 5__polyps",1.0,189506,99.91,"Non-cancer illness code, self-reported | Array 5__polyps < 0.17"
"Non-cancer illness code, self-reported | Array 5 problem heart",0.0,0.05017,0.004,0.004,189607,0.00077,"Non-cancer illness code, self-reported | Array 5__problem heart",1.0,189561,99.95,"Non-cancer illness code, self-reported | Array 5__problem heart < 0.16"
"Non-cancer illness code, self-reported | Array 5 oesophageal",0.0,0.00069,0.007,0.007,189607,0.00067,"Non-cancer illness code, self-reported | Array 5__oesophageal",1.44,498,0.38,"Non-cancer illness code, self-reported | Array 5__oesophageal >= 0.14"
"Non-cancer illness code, self-reported | Array 5 neurological problem",0.0,0.01707,0.006,0.006,189607,0.00193,"Non-cancer illness code, self-reported | Array 5__neurological problem",1.0,189567,99.95,"Non-cancer illness code, self-reported | Array 5__neurological problem < 0.28"
"Non-cancer illness code, self-reported | Array 5 neurological",0.0,0.01707,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 5__neurological",1.0,189567,99.95,"Non-cancer illness code, self-reported | Array 5__neurological < 0.28"
"Non-cancer illness code, self-reported | Array 5 irritable",0.0,3e-05,0.01,0.01,189607,0.0,"Non-cancer illness code, self-reported | Array 5__irritable",1.9,214,0.21,"Non-cancer illness code, self-reported | Array 5__irritable >= 0.23"
"Non-cancer illness code, self-reported | Array 5 irritable bowel",0.0,3e-05,0.01,0.01,189607,0.0,"Non-cancer illness code, self-reported | Array 5__irritable bowel",1.9,214,0.21,"Non-cancer illness code, self-reported | Array 5__irritable bowel >= 0.23"
"Non-cancer illness code, self-reported | Array 5 kidney infection",0.0,0.03573,0.005,0.005,189607,0.00046,"Non-cancer illness code, self-reported | Array 5__kidney infection",1.0,189548,99.94,"Non-cancer illness code, self-reported | Array 5__kidney infection < 0.16"
"Non-cancer illness code, self-reported | Array 5 murmur",0.0,0.05017,0.004,0.004,189607,0.0,"Non-cancer illness code, self-reported | Array 5__murmur",1.0,189561,99.95,"Non-cancer illness code, self-reported | Array 5__murmur < 0.16"
"Non-cancer illness code, self-reported | Array 5 muscle",0.0,0.04292,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 5__muscle",1.22,108,0.07,"0.19 <= Non-cancer illness code, self-reported | Array 5__muscle < 0.38"
"Non-cancer illness code, self-reported | Array 5 muscle soft",0.0,0.04292,0.005,0.005,189607,0.0001,"Non-cancer illness code, self-reported | Array 5__muscle soft",1.22,108,0.07,"0.19 <= Non-cancer illness code, self-reported | Array 5__muscle soft < 0.38"
"Non-cancer illness code, self-reported | Array 5 nasal",0.0,0.02239,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 5__nasal",1.0,189542,99.94,"Non-cancer illness code, self-reported | Array 5__nasal < 0.36"
"Non-cancer illness code, self-reported | Array 6 allergy anaphylactic",0.0,0.04008,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 6__allergy anaphylactic",1.0,189473,99.89,"Non-cancer illness code, self-reported | Array 6__allergy anaphylactic < 0.18"
"Non-cancer illness code, self-reported | Array 6 allergy",0.0,0.00424,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 6__allergy",1.0,189423,99.83,"Non-cancer illness code, self-reported | Array 6__allergy < 0.18"
"Non-cancer illness code, self-reported | Array 6 allergic rhinitis",0.0,0.00683,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 6__allergic rhinitis",1.59,207,0.17,"Non-cancer illness code, self-reported | Array 6__allergic rhinitis >= 0.22"
Most recent bowel cancer screening_5,0.0,0.02371,0.005,0.005,189607,0.00077,Most recent bowel cancer screening_5,1.12,3279,1.94,Most recent bowel cancer screening_5 >= 0.50
